,Unnamed: 0,Unnamed: 0.1,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,SUBDISCIPLINE,ZIP,ZIP5,LAT,LONG,TITLE_NAME
632,632,24881,619 LEXINGTON AVE,NEW YORK,916059.0,1349284.0,133550290,1771898.0,36061.0,619 LEXINGTON AVE NEW YORK NY 10022-4613,THE YORK THEATRE COMPANY INC,A65,514325.0,1932502.0,NY,619 LEXINGTON AVE,Theater,10022-4613,10022.0,40.68949705,-73.9368075409257,the York Theatre Company Inc.
633,633,24887,181 THOMPSON ST APT 23,NEW YORK,0.0,1870.0,133551716,52998.0,36061.0,181 THOMPSON ST NEW YORK NY 10012-2586,ARTS CRAFTS AND THEATER SAFETY INC,A65,43500.0,45413.0,NY,181 THOMPSON ST,Theater,10012-2586,10012.0,40.72803685,-74.0002054704771,Arts Crafts and Theater Safety Inc.
634,634,24907,306 EAST 11TH STREET,NEW YORK,11205.0,203330.0,133557399,225073.0,36061.0,306 EAST 11TH STREET NEW YORK NY 10003-7408,YARA ARTS GROUP INC,A65,25811.0,229213.0,NY,306 EAST 11TH STREET,Theater,10003-7408,10003.0,40.72991195,-73.9857925292163,Yara Arts Group Inc.
635,635,24912,C/O BBL 122 E 42ND ST NO 810,NEW YORK,0.0,16245.0,133559366,11948.0,36061.0,C/O BBL 122 E 42ND ST NO NEW YORK NY 10168-0000,DECORATIVE ARTS SOCIETY INC,A40,1120.0,17783.0,NY,C/O BBL 122 E 42ND ST NO,Visual Arts,10168-0000,10168.0,,,Decorative Arts Society Inc.
636,636,24925,1569 BRUCKNER BLVD APT 12H,BRONX,0.0,1146.0,133563705,13756.0,36005.0,1569 BRUCKNER BLVD BRONX NY 10472-6432,INSTITUTE FOR MULTICULTURAL COMMUNICATIONS COOP AND DEVELOP,A23,0.0,1146.0,NY,1569 BRUCKNER BLVD,Cultural & Ethnic Awareness,10472-6432,10472.0,40.8242434,-73.8758813,Institute for Multicultural Communications Coop and Develop
637,637,24930,21 HOWARD STREET NO 5,NEW YORK,546771.0,867622.0,133565438,915254.0,36061.0,21 HOWARD STREET NO NEW YORK NY 10011-4269,MANHATTAN NEW MUSIC PROJECT,A68,0.0,909920.0,NY,21 HOWARD STREET NO,Music,10011-4269,10013.0,,,Manhattan New Music Project
638,638,24932,248 W 35TH STREET,NEW YORK,0.0,32729.0,133566339,61359.0,36061.0,248 W 35TH STREET NEW YORK NY 10001-2505,PULSE ENSEMBLE THEATRE INC,A65,16148.0,49292.0,NY,248 W 35TH STREET,Theater,10001-2505,10001.0,40.7523511,-73.9920911,Pulse Ensemble Theatre Inc.
639,639,24937,934 5TH AVE,NEW YORK,0.0,49602.0,133568037,33513.0,36061.0,934 5TH AVE NEW YORK NY 10021-2603,ACCUEIL NEW YORK INC,A23,24350.0,75415.0,NY,934 5TH AVE,Cultural & Ethnic Awareness,10021-2603,10021.0,40.77400985,-73.96548880157471,Accueil New York Inc.
640,640,24938,100 GRAND ST APT 2,NEW YORK,0.0,26850.0,133568135,63402.0,36061.0,100 GRAND ST NEW YORK NY 10013-2659,HUNDRED GRAND DANCE FOUNDATION INC,A62,46869.0,73719.0,NY,100 GRAND ST,Dance,10013-2659,10013.0,40.7214506,-74.0016036,Hundred Grand Dance Foundation Inc.
641,641,24947,307 7TH AVE RM 1206,NEW YORK,122856.0,339017.0,133570387,412657.0,36061.0,307 7TH AVE NEW YORK NY 10001-6007,NEW YORK FESTIVAL OF SONG INC,A68,84604.0,402094.0,NY,307 7TH AVE,Music,10001-6007,10001.0,40.750224100000004,-73.9911843,New York Festival of Song Inc.
642,642,24966,PO BOX 583,NEW YORK,0.0,38931.0,133574230,74985.0,36061.0,,NEW YORK SCANDIA SYMPHONY INC,A69,30668.0,72624.0,NY,,Symphony Orchestras,10150-0583,10150.0,,,New York Scandia Symphony Inc.
643,643,24978,3 LAFAYETTE AVE,BROOKLYN,3166903.0,2354213.0,133577394,7697891.0,36047.0,3 LAFAYETTE AVE BROOKLYN NY 11217-1415,DISCALCED INC MARK MORRIS DANCE GROUP,A62,5421489.0,7992624.0,NY,3 LAFAYETTE AVE,Dance,11217-1415,11217.0,40.686876299999994,-73.97887790000001,Discalced Inc. Mark Morris Dance Group
644,644,24979,P S 101 141 E 111TH ST 420,NEW YORK,172443.0,394545.0,133577519,399167.0,36061.0,P S 101 141 E 111TH ST NEW YORK NY 10029-0000,ICE HOCKEY IN HARLEM INC,A68,0.0,420884.0,NY,P S 101 141 E 111TH ST,Music,10029-0000,10029.0,,,Ice Hockey in Harlem Inc.
645,645,24986,109 W 27TH ST RM 9A,NEW YORK,101219.0,273250.0,133579172,414656.0,36061.0,109 W 27TH ST NEW YORK NY 10001-6208,THEATER LABRADOR INC NEW GEORGES,A65,83819.0,374519.0,NY,109 W 27TH ST,Theater,10001-6208,10001.0,40.745679705882395,-73.9913591764706,Theater Labrador Inc. New Georges
646,646,24990,55 WEST END AVENUE,NEW YORK,154062.0,347401.0,133580813,783875.0,36061.0,55 WEST END AVENUE NEW YORK NY 10023-7842,COMMUNITY WORKS,A20,307497.0,658393.0,NY,55 WEST END AVENUE,Arts & Culture,10023-7842,10023.0,40.7733768,-73.98939370000001,Community Works
647,647,25000,225 W 34TH ST STE 1607,NEW YORK,0.0,30533.0,133583223,43310.0,36061.0,225 W 34TH ST NEW YORK NY 10122-1693,ISRAELI DANCE INSTITUTE INC,A62,21902.0,52435.0,NY,225 W 34TH ST,Dance,10122-1693,10122.0,40.7517799,-73.9920745,Israeli Dance Institute Inc.
648,648,25007,138 S OXFORD ST STE 3A,BROOKLYN,50200.0,17174.0,133585152,375665.0,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1694,WHITE BIRD PRODUCTIONS INC,A65,359432.0,376726.0,NY,138 S OXFORD ST,Theater,11217-1694,11217.0,40.687303,-73.973648,White Bird Productions Inc.
649,649,25010,2 COLUMBUS CIRCLE,NEW YORK,4064690.0,6303011.0,133585408,12282633.0,36061.0,2 COLUMBUS CIRCLE NEW YORK NY 10019-1800,MUSEUM OF ARTS AND DESIGN,A51,994542.0,11890965.0,NY,2 COLUMBUS CIRCLE,Art Museums,10019-1800,10019.0,40.7674636,-73.98184609999998,Museum of Arts and Design
650,650,25039,145 WEST 28TH STREET,NEW YORK,0.0,157680.0,133593882,203065.0,36061.0,145 WEST 28TH STREET NEW YORK NY 10001-6114,ACTORS THEATRE WORKSHOP INC,A25,46455.0,204185.0,NY,145 WEST 28TH STREET,Arts Education,10001-6114,10001.0,40.7469929,-73.99251109999999,Actors Theatre Workshop Inc.
651,651,25054,41 W 25TH ST FL 11,NEW YORK,62765.0,153590.0,133599589,124775.0,36061.0,41 W 25TH ST NEW YORK NY 10010-2043,ANYONE CORPORATION,A40,95269.0,248859.0,NY,41 W 25TH ST,Visual Arts,10010-2043,10010.0,40.7439685,-73.99078875,Anyone Corporation
652,652,25072,530 WEST 25TH STREET,NEW YORK,0.0,0.0,133602581,100962.0,36061.0,530 WEST 25TH STREET NEW YORK NY 10001-5516,BOWERY ARTISTS INC,A51,104399.0,104399.0,NY,530 WEST 25TH STREET,Art Museums,10001-5516,10001.0,40.74935685,-74.00473445,Bowery Artists Inc.
653,653,25089,329 W 108TH ST APT 4A,NEW YORK,99800.0,621439.0,133607832,668930.0,36061.0,329 W 108TH ST NEW YORK NY 10025-2775,MA YI FILIPINO THEATRE ENSEMBLE INC,A6C,46700.0,695396.0,NY,329 W 108TH ST,Bands & Ensembles,10025-2775,10025.0,40.8035023,-73.9684790914995,Ma Yi Filipino Theatre Ensemble Inc.
654,654,25099,410 W 42ND ST,NEW YORK,927613.0,1454635.0,133613115,3167241.0,36061.0,410 W 42ND ST NEW YORK NY 10036-6809,NEW GROUP INC,A65,1785024.0,3298859.0,NY,410 W 42ND ST,Theater,10036-6809,10036.0,40.7585537,-73.99339870000001,New Group Inc.
655,655,25119,25 BROADWAY 9TH FLOOR,NEW YORK,73250.0,953362.0,133619611,206962.0,36061.0,25 BROADWAY NEW YORK NY 10004-1058,VENEZUELAN AMERICAN ENDOWMENT FOR THE ARTS INC,A12,1120.0,969857.0,NY,25 BROADWAY,Fund Raising & Fund Distribution,10004-1058,10004.0,40.7054375,-74.0138074,Venezuelan American Endowment for the Arts Inc.
656,656,25141,890 BROADWAY,NEW YORK,1027373.0,2251933.0,133623815,4349784.0,36061.0,890 BROADWAY NEW YORK NY 10003-1211,GINA GIBNEY DANCE INC,A62,2118574.0,4409238.0,NY,890 BROADWAY,Dance,10003-1211,10003.0,40.7265273,-73.9958473,Gina Gibney Dance Inc.
657,657,25142,1040 1ST AVE,NEW YORK,0.0,1177263.0,133624437,1997200.0,36061.0,1040 1ST AVE NEW YORK NY 10022-2991,SIR JOHN SOANES MUSEUM FOUNDATION,A54,417572.0,1594984.0,NY,1040 1ST AVE,History Museums,10022-2991,10022.0,40.7580251,-73.9629022,Sir John Soanes Museum Foundation
658,658,25160,253 W 125TH ST,NEW YORK,2185185.0,6786924.0,133630066,13815803.0,36061.0,253 W 125TH ST NEW YORK NY 10027-4408,THE APOLLO THEATER FOUNDATION INC JONELLE PROCOPE,A60,4821946.0,14811878.0,NY,253 W 125TH ST,Performing Arts,10027-4408,10027.0,40.810089500000004,-73.9499911673295,the Apollo Theater Foundation Inc. Jonelle Procope
659,659,25163,322 WEST 48TH STREET,NEW YORK,794420.0,2505697.0,133631523,2230880.0,36061.0,322 WEST 48TH STREET NEW YORK NY 10036-1308,JAZZ FOUNDATION OF AMERICA INC,A6C,0.0,2215647.0,NY,322 WEST 48TH STREET,Bands & Ensembles,10036-1308,10036.0,40.7612799,-73.98818145,Jazz Foundation of America Inc.
660,660,25191,520 8TH AVE RM 201A,NEW YORK,533792.0,955635.0,133638436,996392.0,36061.0,520 8TH AVE NEW YORK NY 10018-8910,CREATIVE ARTS WORKSHOPS FOR KIDS INC CREATIVE ART WORKS,A20,41212.0,1011934.0,NY,520 8TH AVE,Arts & Culture,10018-8910,10018.0,40.753643,-73.99216690000002,Creative Arts Workshops for Kids Inc. Creative Art Works
661,661,25204,480 W 42ND ST,NEW YORK,5305185.0,5204464.0,133641560,16415557.0,36061.0,480 W 42ND ST NEW YORK NY 10036-6805,SIGNATURE THEATRE COMPANY,A65,2400500.0,9243836.0,NY,480 W 42ND ST,Theater,10036-6805,10036.0,40.759351,-73.9950422727273,Signature Theatre Company
662,662,25218,138 S OXFORD ST STE 4B,BROOKLYN,527779.0,680983.0,133645651,1126772.0,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1694,UBW INC URBAN BUSH WOMEN INC,A62,485437.0,1177838.0,NY,138 S OXFORD ST,Dance,11217-1694,11217.0,40.687303,-73.973648,Ubw Inc. Urban Bush Women Inc.
663,663,25219,242 BERGEN ST,BROOKLYN,0.0,0.0,133645654,3776494.0,36047.0,242 BERGEN ST BROOKLYN NY 11217-2308,FOUNDATION 20 21,A40,0.0,0.0,NY,242 BERGEN ST,Visual Arts,11217-2308,11217.0,40.68420555,-73.98450295,Foundation 20 21
664,664,25226,477 WAVERLY AVE,BROOKLYN,0.0,166795.0,133648300,182103.0,36047.0,477 WAVERLY AVE BROOKLYN NY 11238-1708,BATOTO YETU INC,A24,15544.0,182339.0,NY,477 WAVERLY AVE,Folk Arts,11238-1708,11238.0,40.68383225,-73.9657635528609,Batoto Yetu Inc.
665,665,25229,129 W 67TH ST,NEW YORK,252529.0,164818.0,133648982,454158.0,36061.0,129 W 67TH ST NEW YORK NY 10023-5915,OPUS 118 HARLEM SCHOOL OF MUSIC,A68,211477.0,383199.0,NY,129 W 67TH ST,Music,10023-5915,10023.0,40.775234600000005,-73.98295490000001,Opus 118 Harlem School of Music
666,666,25234,19 E 73RD ST APT 2,NEW YORK,0.0,6200.0,133651259,57497.0,36061.0,19 E 73RD ST NEW YORK NY 10021-3523,PAINTING GROUP INC,A40,34871.0,41079.0,NY,19 E 73RD ST,Visual Arts,10021-3523,10021.0,40.7728287,-73.9653284340627,Painting Group Inc.
667,667,25239,70 A GREENWICH AVENUE BOX 315,NEW YORK,0.0,1623.0,133652071,9219.0,36061.0,70 A GREENWICH AVENUE BOX NEW YORK NY 10011-8300,LAVENDER LIGHT THE BLACK AND PEOPLE OF ALL COLORS LESBIAN AND GAY CHOIR,A6B,4243.0,5876.0,NY,70 A GREENWICH AVENUE BOX,Singing & Choral Groups,10011-8300,10011.0,,,Lavender Light the Black and People of All Colors Lesbian and Gay Choir
668,668,25246,10 WATERSIDE PLAZA,NEW YORK,0.0,69686.0,133653870,123871.0,36061.0,10 WATERSIDE PLAZA NEW YORK NY 10010-2602,REFLECTIONS SERIES INC,A6C,51910.0,121724.0,NY,10 WATERSIDE PLAZA,Bands & Ensembles,10010-2602,10010.0,40.73758055,-73.9732421845755,Reflections Series Inc.
669,669,25256,47 FIFTH AVE 1013,NEW YORK,20200.0,30053.0,133664043,64540.0,36061.0,47 FIFTH AVE NEW YORK NY 10003-0000,ARTWATCH INTERNATIONAL INCORPORATED,A25,0.0,60522.0,NY,47 FIFTH AVE,Arts Education,10003-0000,10003.0,42.983093,-78.71346271244359,Artwatch International Incorporated
670,670,25264,120 W 86TH ST APT 1A,NEW YORK,0.0,9532.0,133666642,90928.0,36061.0,120 W 86TH ST NEW YORK NY 10024-4010,FREESTYLE REPERTORY THEATRE,A65,81443.0,90975.0,NY,120 W 86TH ST,Theater,10024-4010,10024.0,40.78663795,-73.9731344417264,Freestyle Repertory Theatre
671,671,25273,12 W 11TH ST,NEW YORK,450631.0,537639.0,133668472,708358.0,36061.0,12 W 11TH ST NEW YORK NY 10011-8778,ASCENSION MUSIC CHORUS AND ORCHESTRA INC,A6B,255928.0,799736.0,NY,12 W 11TH ST,Singing & Choral Groups,10011-8778,10011.0,40.73412295,-73.99576301432741,Ascension Music Chorus and Orchestra Inc.
672,672,25281,900 BROADWAY STE 905,NEW YORK,137482.0,468915.0,133672065,747203.0,36061.0,900 BROADWAY NEW YORK NY 10003-1223,ACTORS COMPANY THEATRE INC,A65,204424.0,710295.0,NY,900 BROADWAY,Theater,10003-1223,10003.0,40.7389172,-73.98965150000001,Actors Company Theatre Inc.
673,673,25288,518 E 6TH ST BW,NEW YORK,133841.0,88738.0,133673839,935830.0,36061.0,518 E 6TH ST BW NEW YORK NY 10009-6606,PRESENT THEATRE COMPANY INC,A65,869153.0,977891.0,NY,518 E 6TH ST BW,Theater,10009-6606,10009.0,,,Present Theatre Company Inc.
674,674,25289,330 WADSWORTH AVE APT 2G,NEW YORK,113999.0,202938.0,133674001,208761.0,36061.0,330 WADSWORTH AVE NEW YORK NY 10040-4137,ANSONIA MUSIC OUTREACH ORGANIZATION INC ANSONIA CHAMBER PLAYERS,A68,3220.0,206158.0,NY,330 WADSWORTH AVE,Music,10040-4137,10040.0,40.8552564,-73.93118620000001,Ansonia Music Outreach Organization Inc. Ansonia Chamber Players
675,675,25297,107 SUFFOLK ST APT 307,NEW YORK,148031.0,1649.0,133676279,240107.0,36061.0,107 SUFFOLK ST NEW YORK NY 10002-3387,AFRO BRAZIL ARTS INC,A62,200337.0,210587.0,NY,107 SUFFOLK ST,Dance,10002-3387,10002.0,40.719051,-73.9861796,Afro Brazil Arts Inc.
676,676,25303,107 SUFFOLK ST APT 311,NEW YORK,0.0,7154.0,133678199,7113.0,36061.0,107 SUFFOLK ST NEW YORK NY 10002-3387,THE FANTASTIC EXPERIMENTAL LATINO THEATER INC,A65,0.0,7154.0,NY,107 SUFFOLK ST,Theater,10002-3387,10002.0,40.719051,-73.9861796,the Fantastic Experimental Latino Theater Inc.
677,677,25305,552 W END AVE,NEW YORK,0.0,43341.0,133679135,65106.0,36061.0,552 W END AVE NEW YORK NY 10024-2707,CENTRAL CITY CHORUS INC,A6B,26049.0,69395.0,NY,552 W END AVE,Singing & Choral Groups,10024-2707,10024.0,40.78926995,-73.977155567238,Central City Chorus Inc.
678,678,25307,460 PARK AVE RM 410,NEW YORK,154208.0,152889.0,133679783,314358.0,36061.0,460 PARK AVE NEW YORK NY 10022-1846,KOREAN EDUCATIONAL INSTITUTE,A23,170170.0,346824.0,NY,460 PARK AVE,Cultural & Ethnic Awareness,10022-1846,10022.0,40.7619482,-73.97081109999999,Korean Educational Institute
679,679,25324,222 EAST 48TH STREET,NEW YORK,0.0,39136.0,133686239,84593.0,36061.0,222 EAST 48TH STREET NEW YORK NY 10017-1553,STAGEPLAYS THEATRE COMPANY INC,A65,3698.0,42834.0,NY,222 EAST 48TH STREET,Theater,10017-1553,10017.0,40.7539956,-73.97083744336291,Stageplays Theatre Company Inc.
680,680,25327,520 8TH AVENUE,NEW YORK,428102.0,879031.0,133686664,1042540.0,36061.0,520 8TH AVENUE NEW YORK NY 10018-6507,TECTONIC THEATER PROJECT INC,A65,295180.0,1179509.0,NY,520 8TH AVENUE,Theater,10018-6507,10018.0,40.753643,-73.99216690000002,Tectonic Theater Project Inc.
681,681,25330,330 WEST 42ND ST STE 1210,NEW YORK,497351.0,1166062.0,133687725,1526241.0,36061.0,330 WEST 42ND ST NEW YORK NY 10036-6902,MINT THEATER COMPANY INC,A65,398112.0,1694996.0,NY,330 WEST 42ND ST,Theater,10036-6902,10036.0,40.75749775,-73.9916084438679,Mint Theater Company Inc.
682,682,25350,812 BROADWAY,NEW YORK,0.0,0.0,133692139,98567.0,36061.0,812 BROADWAY NEW YORK NY 10003-4848,LOOKING GLASS PRODUCTIONS OF NEW YORK INC,A62,90141.0,90141.0,NY,812 BROADWAY,Dance,10003-4848,10003.0,40.732609100000005,-73.9908729,Looking Glass Productions of New York Inc.
683,683,25356,74 WARREN STREET,NEW YORK,853220.0,393444.0,133693660,2153356.0,36061.0,74 WARREN STREET NEW YORK NY 10007-1194,CHURCH STREET SCHOOL FOR MUSIC AND ART,A25,1444397.0,2053133.0,NY,74 WARREN STREET,Arts Education,10007-1194,10007.0,40.7153276,-74.0099269768033,Church Street School for Music and Art
684,684,25371,138 S OXFORD ST STE 5A,BROOKLYN,174573.0,392381.0,133697027,368618.0,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1694,TARGET MARGIN THEATER INC,A65,19262.0,452504.0,NY,138 S OXFORD ST,Theater,11217-1694,11217.0,40.687303,-73.973648,Target Margin Theater Inc.
685,685,25373,20 E 9TH ST,NEW YORK,0.0,14134.0,133697941,16139.0,36061.0,20 E 9TH ST NEW YORK NY 10003-5944,EARTH CELEBRATIONS INC,A20,0.0,14161.0,NY,20 E 9TH ST,Arts & Culture,10003-5944,10003.0,40.7322375,-73.9947853,Earth Celebrations Inc.
686,686,25380,36 E 74TH ST,NEW YORK,0.0,54531.0,133699906,66991.0,36061.0,36 E 74TH ST NEW YORK NY 10021-2735,SHANDALEE MUSIC FESTIVAL,A68,10925.0,83819.0,NY,36 E 74TH ST,Music,10021-2735,10021.0,40.772683799999996,-73.96395288593109,Shandalee Music Festival
687,687,25382,456 W 37TH ST STE GROUND FLR,NEW YORK,0.0,0.0,133700405,89606.0,36061.0,456 W 37TH ST STE GROUND NEW YORK NY 10018-4008,NEW PERSPECTIVES THEATRE COMPANY INC,A65,83944.0,83944.0,NY,456 W 37TH ST STE GROUND,Theater,10018-4008,10018.0,,,New Perspectives Theatre Company Inc.
688,688,25384,245 E 124TH ST APT 12L,NEW YORK,0.0,0.0,133700657,0.0,36061.0,245 E 124TH ST NEW YORK NY 10035-2092,SIXTEEN AS ONE MUSIC INC,A68,0.0,0.0,NY,245 E 124TH ST,Music,10035-2092,10035.0,40.8030168282403,-73.9360694931507,Sixteen As One Music Inc.
689,689,25386,246 W 38TH ST RM 1108,NEW YORK,532845.0,723300.0,133700857,1147733.0,36061.0,246 W 38TH ST NEW YORK NY 10018-5922,PASCAL RIOULT DANCE THEATRE INC,A62,378403.0,1102500.0,NY,246 W 38TH ST,Dance,10018-5922,10018.0,40.7541085,-73.99041820000001,Pascal Rioult Dance Theatre Inc.
690,690,25387,2337 FOSTER AVE,BROOKLYN,0.0,30889.0,133700941,29714.0,36047.0,2337 FOSTER AVE BROOKLYN NY 11210-1123,SOMETHING POSITIVE INC,A60,0.0,30889.0,NY,2337 FOSTER AVE,Performing Arts,11210-1123,11210.0,40.638474,-73.953936,Something Positive Inc.
691,691,25413,PO BOX 17,NEW YORK,0.0,49590.0,133708592,87876.0,36061.0,,LA COMPAGNIA DE COLOMBARI INC,A65,42656.0,93497.0,NY,,Theater,10014-0017,10014.0,,,La Compagnia De Colombari Inc.
692,692,25431,1022 39TH ST,BROOKLYN,0.0,39900.0,133712843,199929.0,36047.0,1022 39TH ST BROOKLYN NY 11219-1083,REDHAWK INDIAN ARTS COUNCIL INC,A50,158400.0,198300.0,NY,1022 39TH ST,Museums,11219-1083,11219.0,40.64407845,-73.9924745659657,Redhawk Indian Arts Council Inc.
693,693,25438,PO BOX 20693,NEW YORK,0.0,47874.0,133714232,44448.0,36061.0,,GATHERING OF THE TRIBES,A20,0.0,49799.0,NY,,Arts & Culture,10009-8973,10009.0,,,Gathering of the Tribes
694,694,25442,575 MADISON AVE STE 1006,NEW YORK,26941.0,58127.0,133715710,122215.0,36061.0,575 MADISON AVE NEW YORK NY 10022-8511,DANIEL FERRO VOCAL PROGRAM INC,A6B,66890.0,125018.0,NY,575 MADISON AVE,Singing & Choral Groups,10022-8511,10022.0,40.7617911,-73.9724122408202,Daniel Ferro Vocal Program Inc.
695,695,25444,1633 BROADWAY,NEW YORK,548159.0,495990.0,133716314,1689989.0,36061.0,1633 BROADWAY NEW YORK NY 10019-6708,CIRCLE IN THE SQUARE THEATRE SCHOOL INC,A6E,1267530.0,1765134.0,NY,1633 BROADWAY,Performing Arts Schools,10019-6708,10019.0,40.762093,-73.9846558958814,Circle in the Square Theatre School Inc.
696,696,25448,14107 20TH AVE STE 406,WHITESTONE,43618.0,370720.0,133716785,423707.0,36081.0,14107 20TH AVE WHITESTONE NY 11357-3097,HONG KONG DRAGON BOAT FESTIVAL IN NEW YORK INC,A23,0.0,370720.0,NY,14107 20TH AVE,Cultural & Ethnic Awareness,11357-3097,11357.0,,,Hong Kong Dragon Boat Festival in New York Inc.
697,697,25449,380 BROADWAY NO 4TH,NEW YORK,0.0,2600.0,133716797,152235.0,36061.0,380 BROADWAY NO NEW YORK NY 10013-0000,ACCESS THEATER INC,A65,135327.0,137932.0,NY,380 BROADWAY NO,Theater,10013-0000,10013.0,,,Access Theater Inc.
698,698,25469,142 WEST 49TH STREET SUITE 210,NEW YORK,0.0,9534.0,133723672,99450.0,36061.0,142 WEST 49TH STREET NEW YORK NY 10019-6802,THE NEW YORK KOREAN PERFORMING ARTS CENTER INC,A24,69639.0,79193.0,NY,142 WEST 49TH STREET,Folk Arts,10019-6802,10019.0,40.7600158,-73.98294820000001,the New York Korean Performing Arts Center Inc.
699,699,25482,PO BOX 1017,NEW YORK,0.0,27586.0,133728568,48513.0,36061.0,,GOTHAM PERFORMING ARTS INC,A60,20690.0,51480.0,NY,,Performing Arts,10185-1017,10185.0,,,Gotham Performing Arts Inc.
700,700,25490,29 WEST 38TH STREET 14TH FLOOR,NEW YORK,0.0,500.0,133729352,1331.0,36061.0,29 WEST 38TH STREET NEW YORK NY 10018-2048,WATERMARK THEATER INC,A60,0.0,500.0,NY,29 WEST 38TH STREET,Performing Arts,10018-2048,10018.0,40.751711,-73.98427790000001,Watermark Theater Inc.
701,701,25494,520 8TH AVE LBBY 3,NEW YORK,493976.0,300451.0,133730731,1169609.0,36061.0,520 8TH AVE LBBY NEW YORK NY 10018-6876,SARATOGA INTERNATIONAL THEATER INSTITUTE INC,A65,743242.0,1046911.0,NY,520 8TH AVE LBBY,Theater,10018-6876,10018.0,,,Saratoga International Theater Institute Inc.
702,702,25506,120 BANK ST,NEW YORK,1293898.0,218663.0,133735185,2233095.0,36061.0,120 BANK ST NEW YORK NY 10014-2126,HERBERT BERGHOF STUDIO INC,A6E,1793925.0,2054984.0,NY,120 BANK ST,Performing Arts Schools,10014-2126,10014.0,40.7361625,-74.0075448401772,Herbert Berghof Studio Inc.
703,703,25508,107 SUFFOLK STREET,NEW YORK,303662.0,313882.0,133735337,1113705.0,36061.0,107 SUFFOLK STREET NEW YORK NY 10002-3300,CLEMENTE SOTO VELEZ CULTURAL AND EDUCATION CENTER INC,A60,854999.0,1178395.0,NY,107 SUFFOLK STREET,Performing Arts,10002-3300,10002.0,40.719051,-73.9861796,Clemente Soto Velez Cultural and Education Center Inc.
704,704,25518,464 W 25TH ST APT 4,NEW YORK,25000.0,75368.0,133740018,131363.0,36061.0,464 W 25TH ST NEW YORK NY 10001-6439,EMERGING ARTISTS THEATRE CO INC,A65,54135.0,133047.0,NY,464 W 25TH ST,Theater,10001-6439,10001.0,40.7487502,-74.00296390000001,Emerging Artists Theatre Co. Inc.
705,705,25519,729 SEVENTH AVENUE NO 5TH FL,NEW YORK,0.0,852574.0,133740065,566725.0,36061.0,729 SEVENTH AVENUE NO NEW YORK NY 10019-6831,THE BROADWAY LEAGUE FOUNDATION INC,A65,0.0,853748.0,NY,729 SEVENTH AVENUE NO,Theater,10019-6831,10019.0,,,the Broadway League Foundation Inc.
706,706,25527,312 WEST 36TH STREET 6TH FLOOR,NEW YORK,299012.0,415178.0,133741268,911570.0,36061.0,312 WEST 36TH STREET NEW YORK NY 10003-2168,ABINGDON THEATRE COMPANY,A65,388779.0,808663.0,NY,312 WEST 36TH STREET,Theater,10003-2168,10018.0,40.7536633,-73.9932897,Abingdon Theatre Company
707,707,25562,548 MAIN ST,NEW YORK,0.0,78852.0,133751906,119497.0,36061.0,548 MAIN ST NEW YORK NY 10044-0001,MAIN STREET THEATRE DANCE ALLIANCE,A62,80436.0,163377.0,NY,548 MAIN ST,Dance,10044-0001,10044.0,40.761955900000004,-73.9496057,Main Street Theatre Dance Alliance
708,708,25566,80 HANSON PL STE 2,BROOKLYN,5830792.0,8071267.0,133753011,9930780.0,36047.0,80 HANSON PL BROOKLYN NY 11217-2998,STORYCORPS INC,A68,1705251.0,9778792.0,NY,80 HANSON PL,Music,11217-2998,11217.0,40.68525215,-73.9744286233509,Storycorps Inc.
709,709,25586,1085 WASHINGTON AVE GROUND FLR,BRONX,2701389.0,3544959.0,133759661,4248273.0,36005.0,1085 WASHINGTON AVE GROUND BRONX NY 10456-6669,DREAMYARD PROJECT INC,A25,1051442.0,4596406.0,NY,1085 WASHINGTON AVE GROUND,Arts Education,10456-6669,10456.0,,,Dreamyard Project Inc.
710,710,25588,3081 RICHMOND RD,STATEN ISLAND,149073.0,53828.0,133759761,498192.0,36085.0,3081 RICHMOND RD STATEN ISLAND NY 10306-1941,STATEN ISLAND BALLET THEATER INC STATEN ISLAND BALLET,A63,346806.0,407517.0,NY,3081 RICHMOND RD,Ballet,10306-1941,10306.0,40.57606535,-74.12418244851,Staten Island Ballet Theater Inc. Staten Island Ballet
711,711,25592,140-142 SECOND AVENUE SUITE 405,NEW YORK,242864.0,312839.0,133761711,574416.0,36061.0,140-142 SECOND AVENUE NEW YORK NY 10003-0000,FOUNDRY THEATRE INC,A65,51444.0,371302.0,NY,140-142 SECOND AVENUE,Theater,10003-0000,10003.0,,,Foundry Theatre Inc.
712,712,25598,312 WEST 36TH STREET 4TH FLOOR,NEW YORK,0.0,89932.0,133763953,211862.0,36061.0,312 WEST 36TH STREET NEW YORK NY 10018-6436,THE 42ND STREET WORKSHOP INC,A65,108676.0,198608.0,NY,312 WEST 36TH STREET,Theater,10018-6436,10018.0,40.7536633,-73.9932897,the 42Nd Street Workshop Inc.
