,Unnamed: 0,Unnamed: 0.1,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,Level1,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,SUBDISCIPLINE,ZIP,ZIP5,nteeFinal,LAT,LONG,TITLE_NAME
250,250,25156,217 DEAN ST,BROOKLYN,58500,137358,113179208,252133,36047.0,217 DEAN ST BROOKLYN NY 11217-2202,,JAZZREACH PERFORMING ART & EDUCATION ASSOCIATION,A68,104840.0,250344,NY,217 DEAN ST,Music,11217-2202,11217.0,A68,40.68554705,-73.9849484811851,Jazzreach Performing Art & Education Association
251,251,25194,123 LINDEN BLVD,BROOKLYN,0,82275,113190985,90713,36047.0,123 LINDEN BLVD BROOKLYN NY 11226-3302,,FAMILY RENAISSANCE INC,A26,0.0,82275,NY,123 LINDEN BLVD,Arts & Humanities Councils & Agencies,11226-3302,11226.0,A26,40.6524920714286,-73.954200547619,Family Renaissance Inc.
252,252,25204,45 E 33RD ST,NEW YORK,71722,33151,113193909,331540,36061.0,45 E 33RD ST NEW YORK NY 10016-5336,,LIVING TRADITIONS INC,A24,219268.0,253681,NY,45 E 33RD ST,Folk Arts,10016-5336,10016.0,A24,40.74689385,-73.98237420988809,Living Traditions Inc.
253,253,25210,3300 CONEY ISLAND AVE,BROOKLYN,22425,23250,113195590,295364,36047.0,3300 CONEY ISLAND AVE BROOKLYN NY 11235-6606,,BRIGHTON BALLET THEATER CO INC,A63,195614.0,276608,NY,3300 CONEY ISLAND AVE,Ballet,11235-6606,11235.0,A63,40.5754602,-73.9597037,Brighton Ballet Theater Co. Inc.
254,254,25213,220 EAST 4TH STREET,NEW YORK,41420,93486,113197673,116659,36061.0,220 EAST 4TH STREET NEW YORK NY 10009-7425,,VOICE & VISION INC,A65,29246.0,125506,NY,220 EAST 4TH STREET,Theater,10009-7425,10009.0,A65,40.72352225,-73.9836447705902,Voice & Vision Inc.
255,255,25228,138 SOUTH OXFORD STREET,BROOKLYN,182937,200071,113203321,303881,36047.0,138 SOUTH OXFORD STREET BROOKLYN NY 11217-1695,,STAGES OF LEARNING INC,A65,69854.0,271431,NY,138 SOUTH OXFORD STREET,Theater,11217-1695,11217.0,A65,40.687303,-73.973648,Stages of Learning Inc.
256,256,25252,919 THIRD AVE,NEW YORK,0,0,113210647,16663,36061.0,919 THIRD AVE NEW YORK NY 10022-3902,,WHITE IRONSTONE CHINA ASSOCIATION INC,A40,14175.0,22117,NY,919 THIRD AVE,Visual Arts,10022-3902,10022.0,A40,40.75889165,-73.96746821714929,White Ironstone China Association Inc.
257,257,25267,260 BEACH 116TH ST,ROCKAWAY PARK,215571,262639,113217121,352874,36081.0,260 BEACH 116TH ST ROCKAWAY PARK NY 11694-2105,,ROCKAWAY ARTISTS ALLIANCE,A26,98635.0,370024,NY,260 BEACH 116TH ST,Arts & Humanities Councils & Agencies,11694-2105,11694.0,A26,40.580546234177206,-73.8377434556962,Rockaway Artists Alliance
258,258,25281,23-50 27 STREET,ASTORIA,77713,342957,113220961,347709,36081.0,23-50 27 STREET ASTORIA NY 11105-3110,,AKTINA PRODUCTIONS INC,A23,0.0,343001,NY,23-50 27 STREET,Cultural & Ethnic Awareness,11105-3110,11105.0,A23,,,Aktina Productions Inc.
259,259,25297,2900 BEDFORD AVE,BROOKLYN,44903,301039,113228052,276134,36047.0,2900 BEDFORD AVE BROOKLYN NY 11210-2850,,PUPPETRY IN PRACTICE INC,A25,3623.0,313204,NY,2900 BEDFORD AVE,Arts Education,11210-2850,11210.0,A25,40.63175995,-73.9534812161228,Puppetry in Practice Inc.
260,260,25359,459 COLUMBUS AVE PMB 325,NEW YORK,559216,1739119,113247651,2130753,36061.0,459 COLUMBUS AVE PMB NEW YORK NY 10024-5129,,PERLMAN MUSIC PROGRAM INC,A6E,314765.0,2018208,NY,459 COLUMBUS AVE PMB,Performing Arts Schools,10024-5129,10024.0,A6E,,,Perlman Music Program Inc.
261,261,25364,67 32 136TH ST,KEW GARDEN HILLS,0,500,113249055,37548,36081.0,67 32 136TH ST KEW GARDEN HILLS NY 11367-1624,,BANGLADESH INSTITUTE OF PERFORMING ARTS INC,A23,30500.0,37212,NY,67 32 136TH ST,Cultural & Ethnic Awareness,11367-1624,11367.0,A23,,,Bangladesh Institute of Performing Arts Inc.
262,262,25379,193-35 MCLAUGHLIN AVE,HDLUS,81822,41000,113255108,511660,36081.0,193-35 MCLAUGHLIN AVE HDLUS NY 11423-1147,,ON STAGE LTD,A65,452165.0,493938,NY,193-35 MCLAUGHLIN AVE,Theater,11423-1147,11423.0,A65,,,on Stage Ltd
263,263,25392,363 ELTON ST,BROOKLYN,12900,175070,113259424,146629,36047.0,363 ELTON ST BROOKLYN NY 11208-2127,,CARIBBEAN AMERICAN STEEL PAN EDUCATION CENTER,A25,0.0,175070,NY,363 ELTON ST,Arts Education,11208-2127,11208.0,A25,40.67435055,-73.8833487304286,Caribbean American Steel Pan Education Center
264,264,25402,193 19 NASHVILLE BLVD,SPRINGFIELD GARDENS,0,44464,113264549,41772,36081.0,193 19 NASHVILLE BLVD SPRINGFIELD GARDENS NY 11413-1148,,KERRI EDGE CULTURAL ARTS COLLECTIVE INC,A62,0.0,44464,NY,193 19 NASHVILLE BLVD,Dance,11413-1148,11413.0,A62,,,Kerri Edge Cultural Arts Collective Inc.
265,265,25456,PO BOX 1626,NEW YORK,0,25000,113279675,37679,36061.0,,,COLLAPSABLE GIRAFFE INC,A65,17383.0,42383,NY,,Theater,10013-0879,10013.0,A65,,,Collapsable Giraffe Inc.
266,266,25477,32 GARDEN PL,BROOKLYN,0,684,113284810,9149,36047.0,32 GARDEN PL BROOKLYN NY 11201-4502,,QUILTERS GUILD OF BROOKLYN INC,A40,5964.0,16267,NY,32 GARDEN PL,Visual Arts,11201-4502,11201.0,A40,40.69238920000001,-73.9965472573801,Quilters Guild of Brooklyn Inc.
267,267,25539,PO BOX 944,NEW YORK,0,34350,113305196,106918,36061.0,,,HYPOTHETICAL THEATRE COMPANY INC,A65,64469.0,99507,NY,,Theater,10009-0944,10009.0,A65,,,Hypothetical Theatre Company Inc.
268,268,25553,2130 BROADWAY,NEW YORK,0,30600,113307415,1420,36061.0,2130 BROADWAY NEW YORK NY 10023-1722,,TARUMI VIOLIN CHILDRENS FOUNDATION FOR THE ARTS,A68,0.0,30600,NY,2130 BROADWAY,Music,10023-1722,10023.0,A68,40.780793100000004,-73.9810556,Tarumi Violin Childrens Foundation for the Arts
269,269,25567,383 KINGSTON AVE STE 248,BROOKLYN,0,184237,113310069,244281,36047.0,383 KINGSTON AVE BROOKLYN NY 11213-4333,,BAIS CHANA WOMEN INTERNATIONAL INC,A20,110478.0,294715,NY,383 KINGSTON AVE,Arts & Culture,11213-4333,11213.0,A20,40.665955,-73.942408,Bais Chana Women International Inc.
270,270,25585,138 15 FRANKLIN AVE STE 616,FLUSHING,0,980,113315470,74839,36081.0,138 15 FRANKLIN AVE FLUSHING NY 11355-3341,,MIMI CHOW ART CENTER INC,A60,72289.0,73269,NY,138 15 FRANKLIN AVE,Performing Arts,11355-3341,11355.0,A60,,,Mimi Chow Art Center Inc.
271,271,25587,576 MONTGOMERY ST,BROOKLYN,0,36759,113315763,42343,36047.0,576 MONTGOMERY ST BROOKLYN NY 11225-3023,,KEREN RABAG-LUBAVITCH,A23,0.0,36759,NY,576 MONTGOMERY ST,Cultural & Ethnic Awareness,11225-3023,11225.0,A23,40.6648907,-73.94581493254391,Keren Rabag-Lubavitch
272,272,25605,PO BOX 240572,BROOKLYN,0,5845,113320603,28487,36047.0,,,TEATRO EXPERIMENTAL BLUE AMIGOS,A60,20485.0,26330,NY,,Performing Arts,11224-0572,11224.0,A60,,,Teatro Experimental Blue Amigos
273,273,25606,7211 10TH AVE,BROOKLYN,0,6290,113320663,7335,36047.0,7211 10TH AVE BROOKLYN NY 11228-1907,,FEDERATION OF ASSOCIATED LACONIAN SOCIETIES LTD,A23,4755.0,-36984,NY,7211 10TH AVE,Cultural & Ethnic Awareness,11228-1907,11228.0,A23,40.62557525,-74.01233020107409,Federation of Associated Laconian Societies Ltd
274,274,25608,135 BROADWAY,BROOKLYN,0,38020,113321836,69777,36047.0,135 BROADWAY BROOKLYN NY 11211-6129,,WILLIAMSBURG ART AND HISTORICAL CENTER INC,A60,18175.0,70087,NY,135 BROADWAY,Performing Arts,11211-6129,11211.0,A60,40.7105067,-73.9636229,Williamsburg Art and Historical Center Inc.
275,275,25615,35-30 UNION ST 1FL,FLUSHING,33000,1085070,113323060,1016451,36081.0,35-30 UNION ST FLUSHING NY 11354-3421,,KOREAN-AMERICAN SENIOR MUTUAL ASSOCIATION INC,A23,0.0,1095973,NY,35-30 UNION ST,Cultural & Ethnic Awareness,11354-3421,11354.0,A23,,,Korean-American Senior Mutual Association Inc.
276,276,25660,80 HANSON PL 605,BROOKLYN,344895,146950,113334921,663988,36047.0,80 HANSON PL BROOKLYN NY 11217-1506,,EVIDENCE INC,A62,467873.0,655999,NY,80 HANSON PL,Dance,11217-1506,11217.0,A62,40.68525215,-73.9744286233509,Evidence Inc.
277,277,25682,PO BOX 397,EAST ELMHURST,59500,153246,113342461,158557,36081.0,,,ETHOS PERCUSSION GROUP INC,A68,2280.0,155546,NY,,Music,11369-0397,11369.0,A68,,,Ethos Percussion Group Inc.
278,278,25703,853 MANHATTAN AVE,BROOKLYN,0,10000,113348710,19034,36047.0,853 MANHATTAN AVE BROOKLYN NY 11222-2535,,WOVEN SPACES INC,A40,878.0,13978,NY,853 MANHATTAN AVE,Visual Arts,11222-2535,11222.0,A40,40.729096000000006,-73.9539689,Woven Spaces Inc.
279,279,25706,530 W 25TH ST APT 406,NEW YORK,0,3639,113349655,58262,36061.0,530 W 25TH ST NEW YORK NY 10001-5546,,NEW CENTURY ARTISTS INC,A40,52525.0,56164,NY,530 W 25TH ST,Visual Arts,10001-5546,10001.0,A40,40.74935685,-74.00473445,New Century Artists Inc.
280,280,25709,540 W 27 ST 4F1,NEW YORK,0,150807,113350104,122153,36061.0,540 W 27 ST NEW YORK NY 10001-5506,,FOUNDATION FOR THE CHAPEL OF SACRED MIRRORS LTD,A51,0.0,224274,NY,540 W 27 ST,Art Museums,10001-5506,10001.0,A51,,,Foundation for the Chapel of Sacred Mirrors Ltd
281,281,25715,55 MERCER ST,NEW YORK,0,31848,113350738,33816,36061.0,55 MERCER ST NEW YORK NY 10013-5919,,FAUX REAL THEATRE COMPANY INC,A65,0.0,32199,NY,55 MERCER ST,Theater,10013-5919,10013.0,A65,40.7219891,-74.0012045612932,Faux Real Theatre Company Inc.
282,282,25786,PO BOX 175,ROCKAWAY PARK,0,0,113371680,212403,36081.0,,,EMERALD SOCIETY PIPES AND DRUMS INC,A68,144919.0,184341,NY,,Music,11694-0175,11694.0,A68,,,Emerald Society Pipes and Drums Inc.
283,283,25791,1395 LEXINGTON AVE,NEW YORK,266684,566607,113372980,906557,36061.0,1395 LEXINGTON AVE NEW YORK NY 10128-1612,,YOUNG PEOPLES CHORUS OF NEW YORK CITY INC,A6B,336442.0,997470,NY,1395 LEXINGTON AVE,Singing & Choral Groups,10128-1612,10128.0,A6B,40.7830698,-73.9526703,Young Peoples Chorus of New York City Inc.
284,284,25806,221 227 CANAL ST STE 517,NEW YORK,0,22982,113377137,56038,36061.0,221 227 CANAL ST NEW YORK NY 10013-0000,,YOUTH ORCHESTRA CHINESE YOUTH CORPS OF NEW YORK INC,A69,72455.0,95484,NY,221 227 CANAL ST,Symphony Orchestras,10013-0000,10013.0,A69,,,Youth Orchestra Chinese Youth Corps of New York Inc.
285,285,25820,PO BOX 520069,FLUSHING,945749,1747262,113381629,2720166,36081.0,,,QUEENS THEATRE IN THE PARK INC,A60,956034.0,2791242,NY,,Performing Arts,11352-0069,11352.0,A60,,,Queens Theatre in the Park Inc.
286,286,25830,328 FLATBUSH AVE PMB130,BROOKLYN,0,99438,113384562,91437,36047.0,328 FLATBUSH AVE BROOKLYN NY 11238-4302,,18 MAY COMMITTEE INC,A23,1300.0,100738,NY,328 FLATBUSH AVE,Cultural & Ethnic Awareness,11238-4302,11238.0,A23,40.6772393076923,-73.9726274615385,18 May Committee Inc.
287,287,25841,263 EASTERN PKWY,BROOKLYN,0,28097,113389475,47220,36047.0,263 EASTERN PKWY BROOKLYN NY 11238-6371,,COLLISION THEORY THEATER INC,A65,18506.0,46603,NY,263 EASTERN PKWY,Theater,11238-6371,11238.0,A65,40.6714254,-73.9597421,Collision Theory Theater Inc.
288,288,25851,305 W BROADWAY STE 106,NEW YORK,0,25995,113391435,43470,36061.0,305 W BROADWAY NEW YORK NY 10013-5306,,MOVIN SPIRITS DANCE THEATER INC,A62,15200.0,41195,NY,305 W BROADWAY,Dance,10013-5306,10013.0,A62,40.7214741,-74.00435329999999,Movin Spirits Dance Theater Inc.
289,289,25861,11312 LIBERTY AVE,JAMAICA,15600,0,113394008,87253,36081.0,11312 LIBERTY AVE JAMAICA NY 11419-1808,,CONNELLY CENTER FOR PERFORMING ARTS AND DANCE SPORT INC,A25,83475.0,83475,NY,11312 LIBERTY AVE,Arts Education,11419-1808,11419.0,A25,40.6958869,-73.8048517,Connelly Center for Performing Arts and Dance Sport Inc.
290,290,25883,543 THIRD STREET,BROOKLYN,41142,102824,113400678,143953,36047.0,543 THIRD STREET BROOKLYN NY 11215-3001,,WCV INC,A62,47529.0,150449,NY,543 THIRD STREET,Dance,11215-3001,11215.0,A62,,,Wcv Inc.
291,291,25895,31 PROSPECT PARK W,BROOKLYN,0,41250,113403068,47891,36047.0,31 PROSPECT PARK W BROOKLYN NY 11215-2307,,BROOKLYN COMMUNITY EVENTS INC,A27,0.0,41318,NY,31 PROSPECT PARK W,Community Celebrations,11215-2307,11215.0,A27,40.67052165,-73.9722477116183,Brooklyn Community Events Inc.
292,292,25900,46-04 31ST AVE,LONG ISLAND CITY,120069,453731,113403498,954800,36081.0,46-04 31ST AVE LONG ISLAND CITY NY 11103-1842,,CONCERTS OF PRAYER GREATER NEW YORK,A68,0.0,979734,NY,46-04 31ST AVE,Music,11103-1842,11103.0,A68,,,Concerts of Prayer Greater New York
293,293,25925,PO BOX 780526 PH,MASPETH,0,29782,113410211,20537,36081.0,,,BELLA ITALIA MIA INC,A23,8517.0,43700,NY,,Cultural & Ethnic Awareness,11378-0526,11378.0,A23,,,Bella Italia Mia Inc.
294,294,25983,1371 LINDEN BLVD,BROOKLYN,0,77820,113427470,126920,36047.0,1371 LINDEN BLVD BROOKLYN NY 11212-4754,,NIA THEATRICAL PRODUCTION COMPANY INCORPORATED,A65,53737.0,132454,NY,1371 LINDEN BLVD,Theater,11212-4754,11212.0,A65,40.6553898,-73.90929200000001,Nia Theatrical Production Company Incorporated
295,295,26061,118-09 SUTTER AVE,RICHMOND HILL,130922,393712,113451990,397892,36081.0,118-09 SUTTER AVE RICHMOND HILL NY 11420-2407,,UNITED HINDU CULTURAL COUNCIL OF U S A NORTH AMERICA,A26,9831.0,403805,NY,118-09 SUTTER AVE,Arts & Humanities Councils & Agencies,11420-2407,11420.0,A26,,,United Hindu Cultural Council of U S a North America
296,296,26063,30 WASHINGTON STREET,BROOKLYN,79891,130578,113452541,197576,36047.0,30 WASHINGTON STREET BROOKLYN NY 11201-8201,,D U M B O ARTS CENTER,A20,41267.0,201139,NY,30 WASHINGTON STREET,Arts & Culture,11201-8201,11201.0,A20,40.7034727,-73.98968570000001,D U M B O Arts Center
297,297,26097,111 41 112TH ST,S OZONE PARK,0,70868,113462406,71167,36081.0,111 41 112TH ST S OZONE PARK NY 11420-1025,,EAST INDIAN MUSIC ACADEMY INC,A6E,0.0,70906,NY,111 41 112TH ST,Performing Arts Schools,11420-1025,11420.0,A6E,,,East Indian Music Academy Inc.
298,298,26158,PO BOX 1917,NEW YORK,0,19907,113479226,83717,36061.0,,,BINDLESTIFF FAMILY VARIETY ARTS INC,A60,70267.0,90174,NY,,Performing Arts,10009-8912,10009.0,A60,,,Bindlestiff Family Variety Arts Inc.
299,299,26168,PO BOX 90370,BROOKLYN,57944,5000,113483211,167040,36047.0,,,ARAB AMERICAN ARTS INSTITUTE INC,A23,167600.0,172918,NY,,Cultural & Ethnic Awareness,11209-0370,11209.0,A23,,,Arab American Arts Institute Inc.
300,300,26174,55 S 11TH ST,BROOKLYN,0,30792,113485125,49917,36047.0,55 S 11TH ST BROOKLYN NY 11211-7011,,CIRCUS AMOK INC,A65,3050.0,35448,NY,55 S 11TH ST,Theater,11211-7011,11211.0,A65,40.6710597848101,-73.9934760632911,Circus Amok Inc.
301,301,26216,61 WESTMINSTER RD,BROOKLYN,0,250,113493456,4291,36047.0,61 WESTMINSTER RD BROOKLYN NY 11218-2849,,HAITIAN AMERICAN SOCIAL CULTURAL ALLIANCE INC,A01,350.0,8485,NY,61 WESTMINSTER RD,Alliances & Advocacy,11218-2849,11218.0,A01,40.6478092,-73.9682354337689,Haitian American Social Cultural Alliance Inc.
302,302,26242,43 32 22ND ST,LONG IS CITY,0,66902,113502845,67260,36081.0,43 32 22ND ST LONG IS CITY NY 11101-5075,,WOMENS STUDIO CENTER INC,A20,0.0,66925,NY,43 32 22ND ST,Arts & Culture,11101-5075,11101.0,A20,,,Womens Studio Center Inc.
303,303,26254,PO BOX 398,FORT TILDEN,0,64764,113505908,121530,36081.0,,,ROCKAWAY THEATRE COMPANY INC,A65,105773.0,170537,NY,,Theater,11695-0398,11695.0,A65,,,Rockaway Theatre Company Inc.
304,304,26255,3838 43RD ST,LONG IS CITY,1125,25362,113506262,166794,36081.0,3838 43RD ST LONG IS CITY NY 11101-1594,,FLUX FACTORY INC,A20,137790.0,163218,NY,3838 43RD ST,Arts & Culture,11101-1594,11101.0,A20,,,Flux Factory Inc.
305,305,26269,1906 AVENUE R,BROOKLYN,0,4000,113511209,136352,36047.0,1906 AVENUE R BROOKLYN NY 11229-3002,,CUSTODIANS OF RUSSIAN CULTURE INC,A23,126834.0,131806,NY,1906 AVENUE R,Cultural & Ethnic Awareness,11229-3002,11229.0,A23,40.60600595,-73.95361404008449,Custodians of Russian Culture Inc.
306,306,26276,142 14 26TH AVE STE 3G,FLUSHING,0,31020,113513563,31492,36081.0,142 14 26TH AVE FLUSHING NY 11354-1701,,NEW CENTURY CHINESE OPERA CENTER INC,A6A,0.0,31026,NY,142 14 26TH AVE,Opera,11354-1701,11354.0,A6A,,,New Century Chinese Opera Center Inc.
307,307,26296,PO BOX 25763,BROOKLYN,0,15680,113519109,33736,36047.0,,,DOLL AND TOY MUSEUM OF NEW YORK CITY,A50,10235.0,34020,NY,,Museums,11202-5763,11202.0,A50,,,Doll and Toy Museum of New York City
308,308,26323,155 AVENUE OF THE AMERICAS,NEW YORK,52971,114135,113526774,119265,36061.0,155 AVENUE OF THE AMERICAS NEW YORK NY 10013-1507,,MUSEUM OF CONTEMPORARY AFRICAN DIASPORIAN ARTS,A51,2765.0,134606,NY,155 AVENUE OF THE AMERICAS,Art Museums,10013-1507,10013.0,A51,40.7247271666667,-74.004237,Museum of Contemporary African Diasporian Arts
309,309,26349,123 7TH AVE,BROKLYN,0,28800,113531794,93663,36047.0,123 7TH AVE BROKLYN NY 11215-1301,,FLYING MACHINE THEATER INC,A65,51653.0,80469,NY,123 7TH AVE,Theater,11215-1301,11215.0,A65,,,Flying Machine Theater Inc.
310,310,26352,48 12 90TH ST 2ND FLR,ELMHURST,84418,0,113532857,99668,36081.0,48 12 90TH ST ELMHURST NY 11373-4016,,CBA CULTURE AND ARTS CENTER INC,A20,107170.0,107170,NY,48 12 90TH ST,Arts & Culture,11373-4016,11373.0,A20,40.74087285,-73.87488865,Cba Culture and Arts Center Inc.
311,311,26365,33 19 210 ST,BAYSIDE,0,21760,113535891,40205,36081.0,33 19 210 ST BAYSIDE NY 11361-0000,,MUSICA REGINAE PRODUCTIONS LTD,A68,11089.0,37097,NY,33 19 210 ST,Music,11361-0000,11361.0,A68,,,Musica Reginae Productions Ltd
312,312,26366,524 BERGEN ST,BROOKLYN,0,42715,113536533,67618,36047.0,524 BERGEN ST BROOKLYN NY 11217-2407,,VOLCANO LOVE INC,A62,25423.0,68138,NY,524 BERGEN ST,Dance,11217-2407,11217.0,A62,40.68022465,-73.97299009263891,Volcano Love Inc.
313,313,26369,851 EASTERN PKWY,BROOKLYN,0,17294,113538097,35005,36047.0,851 EASTERN PKWY BROOKLYN NY 11213-3523,,SYNAESTHETIC THEATRE,A65,20680.0,40639,NY,851 EASTERN PKWY,Theater,11213-3523,11213.0,A65,40.66973125,-73.9401234932787,Synaesthetic Theatre
314,314,26395,745 EASTERN PARKWAY STE 3,BROOKLYN,0,44000,113549790,14493,36047.0,745 EASTERN PARKWAY BROOKLYN NY 11213-3410,,OVO INC,A60,0.0,44000,NY,745 EASTERN PARKWAY,Performing Arts,11213-3410,11213.0,A60,40.6699018,-73.9435311404003,Ovo Inc.
315,315,26465,304 WINDSOR PL,BROOKLYN,88905,3379,113567233,133951,36047.0,304 WINDSOR PL BROOKLYN NY 11218-1259,,THEATER GARDEN LTD,A65,130255.0,133634,NY,304 WINDSOR PL,Theater,11218-1259,11218.0,A65,40.6565176,-73.9745052411922,Theater Garden Ltd
316,316,26471,PO BOX 3216,ASTORIA,0,31465,113569761,27347,36081.0,,,CROATIAN COMMUNITY OF ASTORIA INC,A23,0.0,35498,NY,,Cultural & Ethnic Awareness,11103-0216,11103.0,A23,,,Croatian Community of Astoria Inc.
317,317,26493,158 11 HARRY VAN ARSDALE JR AVE,FLUSHING,0,26105,113577251,29459,36081.0,158 11 HARRY VAN ARSDALE JR AVE FLUSHING NY 11365-3067,,SWORD OF LIGHT PIPE BAND INC,A6C,4279.0,30410,NY,158 11 HARRY VAN ARSDALE JR AVE,Bands & Ensembles,11365-3067,11365.0,A6C,,,Sword of Light Pipe Band Inc.
318,318,26509,4823 203RD ST,BAYSIDE,0,0,113579989,34480,36081.0,4823 203RD ST BAYSIDE NY 11364-1036,,QUEENS ART EDUCATION CENTER INC,A25,39827.0,39827,NY,4823 203RD ST,Arts Education,11364-1036,11364.0,A25,40.749487,-73.775593,Queens Art Education Center Inc.
319,319,26524,23 54 23RD ST,ASTORIA,0,40019,113582492,30644,36081.0,23 54 23RD ST ASTORIA NY 11105-3410,,WRECKIO ENSEMBLE THEATER CO,A65,7156.0,48675,NY,23 54 23RD ST,Theater,11105-3410,11105.0,A65,40.77694805,-73.91959515,Wreckio Ensemble Theater Co.
320,320,26538,3039 34TH ST APT 2D,ASTORIA,0,26035,113585691,76462,36081.0,3039 34TH ST ASTORIA NY 11103-5131,,AMY MARSHALL DANCE COMPANY INC,A62,40452.0,66487,NY,3039 34TH ST,Dance,11103-5131,11103.0,A62,40.7608441,-73.9229854,Amy Marshall Dance Company Inc.
321,321,26542,33 09 31ST AVE APT 4B,ASTORIA,12000,140345,113586346,210739,36081.0,33 09 31ST AVE ASTORIA NY 11106-1456,,KEEN THEATER COMPANY INC,A65,60859.0,203964,NY,33 09 31ST AVE,Theater,11106-1456,11106.0,A65,40.7672735,-73.9297425,Keen Theater Company Inc.
322,322,26553,70 LENOX RD STE H2,BROOKLYN,0,18036,113589363,27875,36047.0,70 LENOX RD BROOKLYN NY 11226-2349,,THE QUEENS THEATRE COMPANY INC,A65,0.0,27383,NY,70 LENOX RD,Theater,11226-2349,11226.0,A65,40.65333005,-73.9571994381364,the Queens Theatre Company Inc.
323,323,26554,138 S OXFORD ST STE 2B,BROOKLYN,0,0,113589624,35451,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1695,,TRILOK FUSION ARTS INC,A60,33359.0,33359,NY,138 S OXFORD ST,Performing Arts,11217-1695,11217.0,A60,40.687303,-73.973648,Trilok Fusion Arts Inc.
324,324,26562,135-23 37 AVE 2FL,FLUSHING,0,30934,113591749,31907,36081.0,135-23 37 AVE FLUSHING NY 11354-4119,,CHINESE AMERICAN PARENT-STUDENT COUNCIL OF NEW YORK CITY INC,A23,0.0,30971,NY,135-23 37 AVE,Cultural & Ethnic Awareness,11354-4119,11354.0,A23,,,Chinese American Parent-Student Council of New York City Inc.
325,325,26573,104 GREENPOINT AVE APT 4L,BROOKLYN,6399,35660,113594162,66045,36047.0,104 GREENPOINT AVE BROOKLYN NY 11222-2269,,BLACK MOON THEATRE COMPANY INC,A65,26446.0,62106,NY,104 GREENPOINT AVE,Theater,11222-2269,11222.0,A65,40.729783399999995,-73.9566961085028,Black Moon Theatre Company Inc.
326,326,26578,118 N 11TH ST 3RD FLR,BROOKLYN,0,20007,113595320,45692,36047.0,118 N 11TH ST BROOKLYN NY 11211-1940,,TRISKELION ARTS-KICK-STANDANCE INC,A62,0.0,58670,NY,118 N 11TH ST,Dance,11211-1940,11211.0,A62,40.670523278481,-73.9927735063291,Triskelion Arts-Kick-Standance Inc.
327,327,26579,217 BUTLER ST,BROOKLYN,0,33582,113595430,32101,36047.0,217 BUTLER ST BROOKLYN NY 11217-3027,,MADA INST INC,A25,0.0,33582,NY,217 BUTLER ST,Arts Education,11217-3027,11217.0,A25,40.68227155,-73.98685353119821,Mada Institute Inc.
328,328,26587,2565 BROADWAY MB295,NEW YORK,0,80000,113599604,63987,36061.0,2565 BROADWAY NEW YORK NY 10025-5657,,BLACK ALLIANCE FOR EDUCATIONAL OPTIONS INC,A23,1155.0,81155,NY,2565 BROADWAY,Cultural & Ethnic Awareness,10025-5657,10025.0,A23,40.7948992,-73.9719361,Black Alliance for Educational Options Inc.
329,329,26589,11 STERLING PL,BROOKLYN,2850,89099,113599821,61988,36047.0,11 STERLING PL BROOKLYN NY 11217-3200,,SILVER-BROWN FOUNDATION INC,A6E,0.0,83042,NY,11 STERLING PL,Performing Arts Schools,11217-3200,11217.0,A6E,40.679005,-73.9783157,Silver-Brown Foundation Inc.
330,330,26590,172 TERRACE PL STE 2,BROOKLYN,0,29360,113600098,33791,36047.0,172 TERRACE PL BROOKLYN NY 11218-1213,,ONE YEAR LEASE INC,A65,0.0,29360,NY,172 TERRACE PL,Theater,11218-1213,11218.0,A65,40.655388099999996,-73.97577191366341,One Year Lease Inc.
331,331,26595,74 18 DITMARS BLVD,JACKSON HEIGHTS,0,37227,113601100,12478,36081.0,74 18 DITMARS BLVD JACKSON HEIGHTS NY 11370-0000,,ETERNAL FLAME OF HOPE MINISTRIES INC,A20,0.0,37252,NY,74 18 DITMARS BLVD,Arts & Culture,11370-0000,11370.0,A20,,,Eternal Flame of Hope Ministries Inc.
332,332,26597,5937 WOODBINE ST,RIDGEWOOD,0,12222,113601865,54949,36081.0,5937 WOODBINE ST RIDGEWOOD NY 11385-3236,,REBECCA CENTER INC,A68,39404.0,52420,NY,5937 WOODBINE ST,Music,11385-3236,11385.0,A68,40.705483,-73.903772,Rebecca Center Inc.
333,333,26603,140 METROPOLITAN AVENUE,BROOKLYN,0,87855,113603090,146063,36047.0,140 METROPOLITAN AVENUE BROOKLYN NY 11211-3921,,SENS PRODUCTION INC,A60,65429.0,183681,NY,140 METROPOLITAN AVENUE,Performing Arts,11211-3921,11211.0,A60,40.7140665,-73.95321340000001,Sens Production Inc.
334,334,26625,25 JAY ST STE 203,BROOKLYN,0,38847,113614007,63408,36047.0,25 JAY ST BROOKLYN NY 11201-1139,,SPRING THEATREWORKS INC,A65,11614.0,50461,NY,25 JAY ST,Theater,11201-1139,11201.0,A65,40.70423529999999,-73.9863964,Spring Theatreworks Inc.
