,Unnamed: 0,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,Level1,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,SUBDISCIPLINE,ZIP,ZIP5,nteeFinal,LAT,LONG
462,29614,155 1ST AVE,NEW YORK,77531,437488,132694851,735355,36061.0,155 1ST AVE NEW YORK NY 10003-2906,PC,THEATRE FOR THE NEW CITY FOUNDATION INC,A65,278972.0,720520,NY,155 1ST AVE,Theater,10003-2906,10003.0,,40.728554,-73.9847367142857
463,29617,175 W 92ND ST APT 5D,NEW YORK,0,29315,132696013,25763,36061.0,175 W 92ND ST NEW YORK NY 10025-7570,PC,SPECULUM MUSICAE INC,A68,7454.0,36769,NY,175 W 92ND ST,Music,10025-7570,10025.0,,40.7914496,-73.9718575
464,29640,1040 GRAND CONCOURSE,BRONX,344464,2295890,132709368,2357193,36005.0,1040 GRAND CONCOURSE BRONX NY 10456-3901,PC,BRONX MUSEUM OF THE ARTS,A51,135037.0,2432020,NY,1040 GRAND CONCOURSE,Art Museums,10456-3901,10456.0,,40.8310911,-73.9199471
465,29660,325 W END AVE,NEW YORK,86438,50115,132725580,308675,36061.0,325 W END AVE NEW YORK NY 10023-8135,PC,SHADOW BOX THEATRE INC,A65,249154.0,310571,NY,325 W END AVE,Theater,10023-8135,10023.0,,40.7820239,-73.9830754
466,29672,151 WEST 26TH ST,NEW YORK,301234,123748,132730837,900483,36061.0,151 WEST 26TH ST NEW YORK NY 10001-6810,PC,T SCHREIBER STUDIO INC,A6E,738071.0,873239,NY,151 WEST 26TH ST,Performing Arts Schools,10001-6810,10001.0,,40.7454860408163,-73.9928136122449
467,29679,62 HAMILTON TER,NEW YORK,267288,290909,132735153,379436,36061.0,62 HAMILTON TER NEW YORK NY 10031-6403,PC,CHILDRENS ART CARNIVAL,A25,65855.0,359664,NY,62 HAMILTON TER,Arts Education,10031-6403,10031.0,,40.82342485,-73.9462932468915
468,29697,100 E 4TH ST,NEW YORK,107859,36073,132744083,430860,36061.0,100 E 4TH ST NEW YORK NY 10003-9001,PC,FANFARE THEATRE ENSEMBLE INC,A65,382504.0,420755,NY,100 E 4TH ST,Theater,10003-9001,10003.0,,40.72568625,-73.98861965
469,29699,239 E 5TH ST APT 1D,NEW YORK,18000,171016,132744557,211013,36061.0,239 E 5TH ST NEW YORK NY 10003-8544,PC,SEVEN LOAVES,A65,103247.0,275225,NY,239 E 5TH ST,Theater,10003-8544,10003.0,,40.7270026,-73.9892506
470,29708,38 GREEN ST-3RD FLOOR,NEW YORK,313686,786316,132749632,819381,36061.0,38 GREEN NEW YORK NY 10013-2505,PC,ARTISTS SPACE INC,A40,20000.0,920611,NY,38 GREEN,Visual Arts,10013-2505,10013.0,,42.803223875,-78.758362
471,29730,690 8TH AVENUE,NEW YORK,802252,1640260,132759292,2563056,36061.0,690 8TH AVENUE NEW YORK NY 10036-7109,PC,GROUP I ACTING COMPANY INC,A65,701346.0,2758494,NY,690 8TH AVENUE,Theater,10036-7109,10036.0,,40.7582134,-73.9888584
472,29732,212 W 83RD ST,NEW YORK,1918060,5924355,132761376,4947365,36061.0,212 W 83RD ST NEW YORK NY 10024-4901,PC,CHILDRENS MUSEUM OF MANHATTAN GRWTH THROUGH ART & MUSEUM EXPRIENCE INC,A52,1432287.0,7898922,NY,212 W 83RD ST,Children's Museums,10024-4901,10024.0,,40.7858779,-73.9772608827419
473,29735,330 BROOME ST,NEW YORK,0,250,132763351,33994,36061.0,330 BROOME ST NEW YORK NY 10002-2816,PC,KAZUKO HIRABAYASHI DANCE THEATRE INC,A62,0.0,33784,NY,330 BROOME ST,Dance,10002-2816,10002.0,,40.7193778,-73.9937226146739
474,29737,25 CHAPEL ST STE 1124,BROOKLYN,200074,169783,132764154,698215,36047.0,25 CHAPEL ST BROOKLYN NY 11201-1955,PC,MUSICA SACRA INC,A68,558271.0,727948,NY,25 CHAPEL ST,Music,11201-1955,11201.0,,40.6973067,-73.9858588
475,29742,178 PRINCE ST,NEW YORK,31300,0,132765717,141942,36061.0,178 PRINCE ST NEW YORK NY 10012-2905,PC,WARD-NASSE GALLERY INC,A60,144236.0,144280,NY,178 PRINCE ST,Performing Arts,10012-2905,10012.0,,40.72614335,-74.0020533453525
476,29745,156 5TH AVE STE 500,NEW YORK,0,90117,132767468,67087,36061.0,156 5TH AVE NEW YORK NY 10010-7792,PC,AURORA MUSIC FOUNDATION INC,A61,0.0,90117,NY,156 5TH AVE,Performing Arts Centers,10010-7792,10010.0,,40.7399209,-73.9909787
477,29746,575 EIGHTH AVE STE 17 S,NEW YORK,448688,3533333,132768583,4885575,36061.0,575 EIGHTH AVE NEW YORK NY 10018-3011,PC,ALLIANCE OF RESIDENT THEATRES,A01,1259292.0,4975308,NY,575 EIGHTH AVE,Alliances & Advocacy,10018-3011,10018.0,,43.216233,-74.1823014
478,29753,890 BROADWAY,NEW YORK,1225122,1133660,132773475,3003998,36061.0,890 BROADWAY NEW YORK NY 10003-1211,PC,BALLET TECH FOUNDATION INC,A63,1393436.0,2866293,NY,890 BROADWAY,Ballet,10003-1211,10003.0,,40.7265273,-73.9958473
479,29757,PO BOX 665,NEW YORK,0,68160,132778597,86723,36061.0,,PC,JAPANESE ARE SOCIETY OF AMERICA INC,A24,69849.0,134697,NY,,Folk Arts,10150-0665,10150.0,,,
480,29776,420 E 79TH ST,NEW YORK,1957079,559728,132792668,4995542,36061.0,420 E 79TH ST NEW YORK NY 10021-1472,PC,USDAN CENTER FOR THE CREATIVE AND PERFORMING ARTS,A6E,4845445.0,6035218,NY,420 E 79TH ST,Performing Arts Schools,10021-1472,10021.0,,40.7714021,-73.9504368
481,29783,131 W 24TH ST,NEW YORK,190433,374130,132799828,558118,36061.0,131 W 24TH ST NEW YORK NY 10011-1942,PC,MULLER WORKS FOUNDATION,A62,119915.0,571678,NY,131 W 24TH ST,Dance,10011-1942,10011.0,,40.744765,-73.9951595
482,29785,65 JUMEL TER,NEW YORK,116993,111046,132800646,283330,36061.0,65 JUMEL TER NEW YORK NY 10032-5360,PC,MORRIS JUMEL MANSION INC,A54,27962.0,187017,NY,65 JUMEL TER,History Museums,10032-5360,10032.0,,40.834388,-73.938949
483,29788,416 W 42ND ST,NEW YORK,3831649,5189173,132805131,10227865,36061.0,416 W 42ND ST NEW YORK NY 10036-6809,PC,PLAYWRIGHTS HORIZONS INC,A65,5024384.0,10981897,NY,416 W 42ND ST,Theater,10036-6809,10036.0,,40.758608,-73.9936271
484,29791,505 EIGHTH AVE 21ST FLR,NEW YORK,839092,1329329,132805575,1734399,36061.0,505 EIGHTH AVE NEW YORK NY 10018-6505,PC,WORLD HUNGER YEAR INC,A68,269768.0,2087916,NY,505 EIGHTH AVE,Music,10018-6505,10018.0,,43.216233,-74.1823014
485,29793,25 WEST 52ND ST,NEW YORK,7129305,14220789,132805582,19026221,36061.0,25 WEST 52ND ST NEW YORK NY 10019-6104,PC,MUSEUM OF TELEVISION AND RADIO,A50,1000989.0,16631201,NY,25 WEST 52ND ST,Museums,10019-6104,10019.0,,40.76058115,-73.9775918659177
486,29802,306 W 37TH ST FL 6,NEW YORK,147761,341185,132812419,540947,36061.0,306 W 37TH ST NEW YORK NY 10018-4605,PC,LOWER EAST SIDE PRINTSHOP INC,A61,300929.0,644640,NY,306 W 37TH ST,Performing Arts Centers,10018-4605,10018.0,,40.7542605,-73.9927234
487,29805,PO BOX 46,NEW YORK,687897,1200,132813806,1297170,36061.0,,PC,LES BALLETS TROCKADERO DE MONTE CARLO INC,A63,1512062.0,1515794,NY,,Ballet,10025-0001,10025.0,,,
488,29808,292 HENRY ST,NEW YORK,132526,267882,132814763,410426,36061.0,292 HENRY ST NEW YORK NY 10002-4816,PC,NEW FEDERAL THEATER INC,A65,75330.0,343780,NY,292 HENRY ST,Theater,10002-4816,10002.0,,40.71366805,-73.9830034236307
489,29818,512 W 19TH ST,NEW YORK,540593,1158317,132829756,1330862,36061.0,512 W 19TH ST NEW YORK NY 10011-2807,PC,HALEAKALA INC,A61,139542.0,2753480,NY,512 W 19TH ST,Performing Arts Centers,10011-2807,10011.0,,40.7454707,-74.0068254
490,29828,307 7TH AVE RM 1904,NEW YORK,480327,1424466,132835847,1568218,36061.0,307 7TH AVE NEW YORK NY 10001-6036,PC,CREATIVE TIME INC,A20,227060.0,1665883,NY,307 7TH AVE,Arts & Culture,10001-6036,10001.0,,40.7502241,-73.9911843
491,29834,240 W 35TH ST STE 405,NEW YORK,526123,720515,132838450,1083046,36061.0,240 W 35TH ST NEW YORK NY 10001-2506,PC,AMERICAN COMPOSERS ORCHESTRA INC,A69,159779.0,898665,NY,240 W 35TH ST,Symphony Orchestras,10001-2506,10001.0,,40.7522208,-73.9918556
492,29837,26 BOWERY,NEW YORK,0,66026,132841149,95385,36061.0,26 BOWERY NEW YORK NY 10013-5159,PC,ASIAN AMERICAN ARTS CENTER INC,A23,12623.0,84837,NY,26 BOWERY,Cultural & Ethnic Awareness,10013-5159,10013.0,,40.71495335,-73.9972871651376
493,29852,1000 RICHMOND TERRACE,STATEN ISLAND,1522867,2807196,132848033,3706571,36085.0,1000 RICHMOND TERRACE STATEN ISLAND NY 10301-1114,PC,SNUG HARBOR CULTURAL CENTER INC,A20,261720.0,3771841,NY,1000 RICHMOND TERRACE,Arts & Culture,10301-1114,10301.0,,40.6429317,-74.0756367
494,29859,491 BROADWAY,NEW YORK,0,27335,132852105,55708,36061.0,491 BROADWAY NEW YORK NY 10012-4412,PC,HATCH BILLOPS COLLECTION INC,A23,29352.0,56687,NY,491 BROADWAY,Cultural & Ethnic Awareness,10012-4412,10012.0,,40.7220142,-73.9998519
495,29873,30 W 26TH ST,NEW YORK,26000,455483,132861846,411746,36061.0,30 W 26TH ST NEW YORK NY 10010-2011,PC,MUSIC THEATRE GROUP INC,A65,50.0,460976,NY,30 W 26TH ST,Theater,10010-2011,10010.0,,40.7442736,-73.9904326
496,29875,251 W 91ST ST APT 4C,NEW YORK,385100,285741,132862043,1197822,36061.0,251 W 91ST ST NEW YORK NY 10024-1146,PC,NEW YORK GILBERT SULLIVAN PLAYERS INC,A65,1057340.0,1349070,NY,251 W 91ST ST,Theater,10024-1146,10024.0,,40.7905011,-73.971814
497,29876,138 S OXFORD ST STE 1A,BROOKLYN,18689,87286,132863585,91613,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1694,PC,ENCOMPASS THEATRE INC,A65,788.0,88747,NY,138 S OXFORD ST,Theater,11217-1694,11217.0,,40.687303,-73.973648
498,29886,130 W 56TH ST,NEW YORK,5908278,5931163,132867442,12184628,36061.0,130 W 56TH ST NEW YORK NY 10019-3866,PC,NEW YORK CITY CENTER INC,A61,5992095.0,12363162,NY,130 W 56TH ST,Performing Arts Centers,10019-3866,10019.0,,40.7641977,-73.9792424
499,29887,7 PETER COOPER ROAD,NEW YORK,8000,10405,132867785,156436,36061.0,7 PETER COOPER ROAD NEW YORK NY 10010-6601,PC,HIGHLIGHTS IN JAZZ,A68,134948.0,145600,NY,7 PETER COOPER ROAD,Music,10010-6601,10010.0,,40.734516,-73.9752711529511
500,29893,260 W BROADWAY STE 2,NEW YORK,382961,431407,132869113,904938,36061.0,260 W BROADWAY NEW YORK NY 10013-2260,PC,HOUSE FOUNDATION FOR THE ARTS INC,A02,359830.0,867526,NY,260 W BROADWAY,Management & Technical Assistance,10013-2260,10013.0,,40.7204466,-74.0055613
501,29895,PO BOX 1169,NEW YORK,85834,234764,132871091,225578,36061.0,,PC,ASSOCIATION OF HISPANIC ARTS INC,A23,1099.0,236025,NY,,Cultural & Ethnic Awareness,10029-0312,10029.0,,,
502,29896,32 W 82ND ST APT 9A,NEW YORK,0,47425,132871700,39200,36061.0,32 W 82ND ST NEW YORK NY 10024-5622,PC,ALTERNATIVE CENTER FOR INTERNATIONAL ARTS INC,A50,0.0,47425,NY,32 W 82ND ST,Museums,10024-5622,10024.0,,40.78314995,-73.972783030817
503,29900,7 EAST 20TH STREET 6F,NEW YORK,124700,254966,132873045,338246,36061.0,7 EAST 20TH STREET NEW YORK NY 10003-1106,PC,MUSIC FROM JAPAN INC,A68,14707.0,279609,NY,7 EAST 20TH STREET,Music,10003-1106,10003.0,,40.739176,-73.9897657
504,29902,PO BOX 18,NEW YORK,0,34422,132873402,46290,36061.0,,PC,LATIN-AMERICAN THEATRE ENSEMBLE,A65,0.0,43378,NY,,Theater,10101-0018,10101.0,,,
505,29910,144 2ND AVE,NEW YORK,89324,36245,132874841,211070,36061.0,144 2ND AVE NEW YORK NY 10003-8305,PC,UKRAINIAN CHORUS DUMKA OF AMERICA INC,A6B,132340.0,170661,NY,144 2ND AVE,Singing & Choral Groups,10003-8305,10003.0,,40.7289705,-73.9870274
506,29912,47 GREAT JONES ST,NEW YORK,288437,479910,132874863,877294,36061.0,47 GREAT JONES ST NEW YORK NY 10012-1118,PC,FIJI THEATER COMPANY INC,A65,525286.0,1019452,NY,47 GREAT JONES ST,Theater,10012-1118,10012.0,,40.7265147,-73.99261697975
507,29921,37A BROADWAY,BROOKLYN,0,0,132877889,26817,36047.0,37A BROADWAY BROOKLYN NY 11211-5906,PC,THE NORTH AMERICAN CONFERENCE ON BRITISH STUDIES INC,A23,30000.0,37517,NY,37A BROADWAY,Cultural & Ethnic Awareness,11211-5906,11211.0,,40.71078025,-73.96741125
508,29927,4 E 89TH ST PH C,NEW YORK,0,15045,132879757,42081,36061.0,4 E 89TH ST PH C NEW YORK NY 10128-0645,PC,ANNABELLA GONZALEZ DANCE THEATER INC,A62,18732.0,41670,NY,4 E 89TH ST PH C,Dance,10128-0645,10128.0,,,
509,29928,80 HANSON PLACE STE 301,BROOKLYN,80800,365571,132879766,366080,36047.0,80 HANSON PLACE BROOKLYN NY 11217-1506,PC,FRANKLIN FURNANCE ARCHIVE INC,A50,33281.0,423593,NY,80 HANSON PLACE,Museums,11217-1506,11217.0,,40.68525215,-73.9744286233509
510,29936,635 CARROLL ST,BROOKLYN,71637,28225,132881858,96120,36047.0,635 CARROLL ST BROOKLYN NY 11215-2001,PC,CIRCUIT PRODUCTIONS INC,A60,82619.0,110854,NY,635 CARROLL ST,Performing Arts,11215-2001,11215.0,,40.67488205,-73.9801494866268
511,29937,130 W 28TH ST,NEW YORK,0,43756,132881863,48437,36061.0,130 W 28TH ST NEW YORK NY 10001-6151,PC,DOUBLE ENTENDRE INC,A62,4179.0,47941,NY,130 W 28TH ST,Dance,10001-6151,10001.0,,40.74640225,-73.9919531954745
512,29950,86 FRANKLIN ST FL 5,NEW YORK,110082,238366,132885288,390294,36061.0,86 FRANKLIN ST NEW YORK NY 10013-3466,PC,SOHO REPERTORY THEATRE INC SOHO REP,A65,12297.0,328808,NY,86 FRANKLIN ST,Theater,10013-3466,10013.0,,40.7181232,-74.0048186
513,29959,35 WOOSTER ST GROUND FLOOR,NEW YORK,383992,2013535,132887872,2599994,36061.0,35 WOOSTER ST GROUND NEW YORK NY 10013-5300,PC,DRAWING CENTER INC,A40,136007.0,2278300,NY,35 WOOSTER ST GROUND,Visual Arts,10013-5300,10013.0,,,
514,29964,PO BOX 1062,NEW YORK,0,46526,132890709,64144,36061.0,,PC,CHINESE MUSIC ENSEMBLE OF NEW YORK INC,A6C,16200.0,63894,NY,,Bands & Ensembles,10002-0913,10002.0,,,
515,29968,594 BROADWAY,NEW YORK,1503505,2954129,132890779,3062600,36061.0,594 BROADWAY NEW YORK NY 10012-3233,PC,NATIONAL DANCE INSTITUTE INC,A6E,291107.0,3269399,NY,594 BROADWAY,Performing Arts Schools,10012-3233,10012.0,,40.7250563,-73.9969173
516,29975,520 8TH AVE RM 314,NEW YORK,118820,309483,132894709,364078,36061.0,520 8TH AVE NEW YORK NY 10018-8906,PC,PAN ASIAN REPERTORY THEATRE INC,A65,29281.0,354513,NY,520 8TH AVE,Theater,10018-8906,10018.0,,40.753643,-73.9921669
517,29984,1 EAST 53RD STREET,NEW YORK,576974,1904003,132898805,2074244,36061.0,1 EAST 53RD STREET NEW YORK NY 10022-4200,PC,PUBLIC ART FUND INC,A20,459324.0,2491664,NY,1 EAST 53RD STREET,Arts & Culture,10022-4200,10022.0,,40.7603972,-73.9751719523189
518,29985,375 RIVERSIDE DR APT 10E,NEW YORK,0,25112,132898806,97727,36061.0,375 RIVERSIDE DR NEW YORK NY 10025-2148,PC,POMERIUM MUSICES INCORPORATED,A68,71909.0,97544,NY,375 RIVERSIDE DR,Music,10025-2148,10025.0,,40.8044903,-73.9678653
519,29999,30 E 31ST ST,NEW YORK,177726,228941,132903944,701541,36061.0,30 E 31ST ST NEW YORK NY 10016-6825,PC,DANCE RING,A63,459550.0,688491,NY,30 E 31ST ST,Ballet,10016-6825,10016.0,,40.7454579,-73.9839376432977
520,30004,111 W 17TH ST,NEW YORK,33000,7250,132904738,136227,36061.0,111 W 17TH ST NEW YORK NY 10011-5468,PC,WESTBETH THEATRE CENTER INC,A65,85981.0,93591,NY,111 W 17TH ST,Theater,10011-5468,10011.0,,40.7396323,-73.996068
521,30006,505 8TH AVE FL 19,NEW YORK,7974893,4057063,132906037,20421390,36061.0,505 8TH AVE NEW YORK NY 10018-4525,PC,BIG APPLE CIRCUS LTD,A60,13935095.0,19121066,NY,505 8TH AVE,Performing Arts,10018-4525,10018.0,,40.7531008,-73.9930311
522,30007,57 E 55TH ST,NEW YORK,0,111863,132906649,216214,36061.0,57 E 55TH ST NEW YORK NY 10022-3205,PC,FRIARS NATIONAL ASSOCIATION FOUNDATION INC,A12,0.0,145352,NY,57 E 55TH ST,Fund Raising & Fund Distribution,10022-3205,10022.0,,40.7607932,-73.9725635
523,30014,118 RIVERSIDE DR,NEW YORK,0,0,132909809,51150,36061.0,118 RIVERSIDE DR NEW YORK NY 10024-3708,PC,HAVA KOHAV THEATRE DANCE FOUNDATION,A62,26984.0,38496,NY,118 RIVERSIDE DR,Dance,10024-3708,10024.0,,40.7882964,-73.9808013
524,30030,853 BROADWAY STE 1101,NEW YORK,0,33400,132913228,20896,36061.0,853 BROADWAY NEW YORK NY 10003-4718,PC,RED WING PERFORMING GROUP INC,A60,0.0,33400,NY,853 BROADWAY,Performing Arts,10003-4718,10003.0,,40.7346915,-73.9909713
525,30044,2144 RICHMOND AVE,STATEN ISLAND,24930,0,132918155,41894,36085.0,2144 RICHMOND AVE STATEN ISLAND NY 10314-3916,PC,KOREAN SCHOOL OF STATEN ISLAND,A23,20570.0,37936,NY,2144 RICHMOND AVE,Cultural & Ethnic Awareness,10314-3916,10314.0,,40.59492035,-74.1624304198073
526,30055,PO BOX 141002,STATEN ISLAND,0,21901,132921818,35740,36085.0,,PC,RICHMOND CHORAL SOCIETY,A6B,8100.0,31263,NY,,Singing & Choral Groups,10314-1002,10314.0,,,
527,30058,330 W 42ND ST STE 1701,NEW YORK,654567,1417757,132923296,1632136,36061.0,330 W 42ND ST NEW YORK NY 10036-6902,PC,ALLIANCE FOR THE ARTS INC,A01,8585.0,1633567,NY,330 W 42ND ST,Alliances & Advocacy,10036-6902,10036.0,,40.75749775,-73.9916084438679
528,30071,246 W 38TH ST FL 8,NEW YORK,79020,79706,132926488,234770,36061.0,246 W 38TH ST NEW YORK NY 10018-9086,PC,TALKING BAND INC,A65,57818.0,139004,NY,246 W 38TH ST,Theater,10018-9086,10018.0,,40.7541085,-73.9904182
529,30079,390 BROADWAY,NEW YORK,197319,196279,132928554,898885,36061.0,390 BROADWAY NEW YORK NY 10013-3512,PC,NEW YORK CHINESE CULTURAL CENTER INC,A23,646334.0,843628,NY,390 BROADWAY,Cultural & Ethnic Awareness,10013-3512,10013.0,,40.7182729,-74.0026265
530,30081,75 NINTH AVE FL3R STE C,NEW YORK,408327,2860821,132928942,2264686,36061.0,75 NINTH AVE NEW YORK NY 10011-0000,PC,MEET THE COMPOSER INC,A68,3318.0,2927722,NY,75 NINTH AVE,Music,10011-0000,10011.0,,42.7930413,-73.9499055
531,30089,12 W 27TH ST STE 1700,NEW YORK,213974,221108,132932524,832863,36061.0,12 W 27TH ST NEW YORK NY 10001-6903,PC,ALLIANCE FOR THE DEVELOPMENT OF THEATRE ARTISTS INC,A65,573415.0,811391,NY,12 W 27TH ST,Theater,10001-6903,10001.0,,40.74453,-73.9893113
532,30094,70A GREENWICH AVE 256,NEW YORK,5800,38425,132933767,40352,36061.0,70A GREENWICH AVE NEW YORK NY 10011-8300,PC,GOLDEN FLEECE THEATRE COMPANY LTD,A65,4926.0,43521,NY,70A GREENWICH AVE,Theater,10011-8300,10011.0,,40.7364161666667,-74.0008898333333
533,30104,322 W 48TH ST 6TH FLR,NEWYOIK,173900,254471,132935188,380321,36061.0,322 W 48TH ST NEWYOIK NY 10036-1308,PC,BREAD & ROSES CULTURAL PROJECT INC,A20,169432.0,426424,NY,322 W 48TH ST,Arts & Culture,10036-1308,10036.0,,,
534,30116,123 W 18TH ST FL 7,NEW YORK,44000,40125,132938496,69215,36061.0,123 W 18TH ST NEW YORK NY 10011-4127,PC,ARTS RESOURCES IN COLLABORATION INC,A60,36908.0,77880,NY,123 W 18TH ST,Performing Arts,10011-4127,10011.0,,40.7406754,-73.9964838
535,30127,2537 BROADWAY,NEW YORK,2087333,3188718,132941455,5061851,36061.0,2537 BROADWAY NEW YORK NY 10025-6947,PC,SYMPHONY SPACE INC,A61,1686564.0,5751693,NY,2537 BROADWAY,Performing Arts Centers,10025-6947,10025.0,,40.7939499,-73.9725626
536,30131,520 8TH AVE FRNT 3 # STE303,NEW YORK,118581,179251,132943022,276049,36061.0,520 8TH AVE FRNT 3 # NEW YORK NY 10018-4152,PC,PICK UP PERFORMANCE COMPANY INC,A60,57184.0,236435,NY,520 8TH AVE FRNT 3 #,Performing Arts,10018-4152,10018.0,,,
537,30140,47 5TH AVE,NEW YORK,0,6375,132944501,37620,36061.0,47 5TH AVE NEW YORK NY 10003-4303,PC,AUDUBON ARTISTS INC,A40,22733.0,30282,NY,47 5TH AVE,Visual Arts,10003-4303,10003.0,,40.73425775,-73.9944775436352
538,30152,14 PENN PLZ STE 700,NEW YORK,0,74987,132946768,42692,36061.0,14 PENN PLZ NEW YORK NY 10122-0790,PC,INTERNATIONAL ASSOCIATION OF ART CRITICS AMERICAN SECTION,A03,0.0,75502,NY,14 PENN PLZ,Professional Societies & Associations,10122-0790,10122.0,,40.8931283,-73.8205375
539,30154,70 LINCOLN CTR PLZ ROSE BLDG 4TH FL,NEW YORK,27426000,22694000,132947386,51542000,36061.0,70 LINCOLN CTR PLZ ROSE BLDG NEW YORK NY 10023-6548,PC,NEW YORK CITY BALLET INC,A63,24345000.0,59345000,NY,70 LINCOLN CTR PLZ ROSE BLDG,Ballet,10023-6548,10023.0,,,
540,30157,115 W 73RD ST APT 7A,NEW YORK,127771,6995,132947410,346145,36061.0,115 W 73RD ST NEW YORK NY 10023-2913,PC,MSQ ENTERPRISES INC,A68,359013.0,367448,NY,115 W 73RD ST,Music,10023-2913,10023.0,,40.7785389,-73.9788565904744
541,30214,3275 STEINWAY ST STE 208,ASTORIA,0,425231,132961275,430898,36081.0,3275 STEINWAY ST ASTORIA NY 11103-4046,PC,FEDERATION OF INDIAN ASSOCIATIONS,A23,0.0,425336,NY,3275 STEINWAY ST,Cultural & Ethnic Awareness,11103-4046,11103.0,,,
542,30221,141 E 3RD ST APT 2D,NEW YORK,42150,57342,132966900,124994,36061.0,141 E 3RD ST NEW YORK NY 10009-7360,PC,NEW YORK BAROQUE DANCE CO INC,A62,70876.0,128265,NY,141 E 3RD ST,Dance,10009-7360,10009.0,,40.723863,-73.9855314
543,30223,70 MULBERRY ST 2ND FL,NEW YORK,225852,384777,132968079,509523,36061.0,70 MULBERRY ST NEW YORK NY 10013-4477,PC,H T DANCE COMPANY INC,A62,208748.0,623602,NY,70 MULBERRY ST,Dance,10013-4477,10013.0,,40.7160953,-73.9990898
544,30227,48 HORATIO ST,NEW YORK,10000,78355,132969466,123307,36061.0,48 HORATIO ST NEW YORK NY 10014-1614,PC,NEW YORK NEW MUSIC ENSEMBLE,A68,75899.0,154855,NY,48 HORATIO ST,Music,10014-1614,10014.0,,40.7386809,-74.0051402
545,30231,302 A W 12TH ST STE PMB356,NEW YORK,0,0,132970537,63568,36061.0,302 A W 12TH ST NEW YORK NY 10011-0000,PC,EIGHTONAL COALITION INC,A6C,37997.0,42311,NY,302 A W 12TH ST,Bands & Ensembles,10011-0000,10011.0,,,
546,30235,411 W 21ST ST APT 2,NEW YORK,0,31542,132971608,34801,36061.0,411 W 21ST ST NEW YORK NY 10011-2950,PC,NEW AMSTERDAM SYMPHONY ORCHESTRA,A69,21638.0,55310,NY,411 W 21ST ST,Symphony Orchestras,10011-2950,10011.0,,40.74564575,-74.0028265508822
547,30237,250 W 50TH ST APT 17R,NEW YORK,58700,81527,132973920,71713,36061.0,250 W 50TH ST NEW YORK NY 10019-6721,PC,THEATRE HALL OF FAME INC,A50,0.0,83798,NY,250 W 50TH ST,Museums,10019-6721,10019.0,,40.7618852,-73.9854132
548,30243,70 LINCOLN CENTER PLZ FRNT 4,NEW YORK,20719000,18780000,132974347,42396000,36061.0,70 LINCOLN CENTER PLZ FRNT NEW YORK NY 10023-6548,PC,NEW YORK CITY OPERA INC,A6A,14316000.0,39431000,NY,70 LINCOLN CENTER PLZ FRNT,Opera,10023-6548,10023.0,,,
549,30247,547 W 27TH ST,NEW YORK,16050,58170,132975193,138865,36061.0,547 W 27TH ST NEW YORK NY 10001-5511,PC,NEW YORK FEMINIST ART INSTITUTE INC,A25,84160.0,142330,NY,547 W 27TH ST,Arts Education,10001-5511,10001.0,,40.7512232,-74.0044843
550,30251,529 W 121ST ST,NEW YORK,34361,68334,132975453,131324,36061.0,529 W 121ST ST NEW YORK NY 10027-5904,PC,MUSIC BEFORE 1800 INC,A68,57218.0,132785,NY,529 W 121ST ST,Music,10027-5904,10027.0,,40.8111111,-73.9608333
551,30257,1000 RICHMOND TER,STATEN ISLAND,58608,41264,132977495,345108,36085.0,1000 RICHMOND TER STATEN ISLAND NY 10301-1114,PC,ART LAB INC,A25,261763.0,341033,NY,1000 RICHMOND TER,Arts Education,10301-1114,10301.0,,40.6429317,-74.0756367
552,30259,314 W 54TH ST,NEW YORK,53350,62628,132977840,194674,36061.0,314 W 54TH ST NEW YORK NY 10019-5102,PC,AMERICAN THEATER OF ACTORS INC,A65,132051.0,194679,NY,314 W 54TH ST,Theater,10019-5102,10019.0,,40.7651117,-73.9852857
553,30260,160 W 71ST ST 18 FL,NEW YORK,362137,115000,132977843,456166,36061.0,160 W 71ST ST NEW YORK NY 10023-3901,PC,JAPAN UNITED STATES CONCERT SOCIETY INC,A68,437286.0,560144,NY,160 W 71ST ST,Music,10023-3901,10023.0,,40.7775616,-73.9815255
554,30263,149 E 72 ST,NEW YORK,8800,32655,132980636,99010,36061.0,149 E 72 ST NEW YORK NY 10021-4328,PC,THE MANHATTAN BALLET CO INC,A63,0.0,56943,NY,149 E 72 ST,Ballet,10021-4328,10021.0,,,
555,30268,108 E 15TH ST,NEW YORK,196228,752868,132981292,2179835,36061.0,108 E 15TH ST NEW YORK NY 10003-2102,PC,VINEYARD THEATRE AND WORKSHOP CENTER INC,A65,1137962.0,1894418,NY,108 E 15TH ST,Theater,10003-2102,10003.0,,40.7344812040816,-73.988089
556,30271,315 E 91ST ST,NEW YORK,0,50022,132983403,52483,36061.0,315 E 91ST ST NEW YORK NY 10128-5301,PC,ISABEL ONEIL FOUNDATION FOR THE ART OF THE PAINTED FINISH INC,A40,21400.0,124151,NY,315 E 91ST ST,Visual Arts,10128-5301,10128.0,,40.78089135,-73.9484079543882
