,Unnamed: 0,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,SUBDISCIPLINE,ZIP,ZIP5,LAT,LONG
500,23968,79 E 4TH ST,NEW YORK,228969.0,2162474.0,133131491,6112256.0,36061.0,79 E 4TH ST NEW YORK NY 10003-8904,NEW YORK THEATRE WORKSHOP INC,A65,3817982.0,6014020.0,NY,79 E 4TH ST,Theater,10003-8904,10003.0,40.72667415,-73.9900048324096
501,23979,138 S OXFORD STREET 3RD FLOOR,NEW YORK,0.0,140708.0,133135292,197600.0,36047.0,138 S OXFORD STREET NEW YORK NY 11217-1695,ELDERS SHARE THE ARTS INC,A20,42091.0,199011.0,NY,138 S OXFORD STREET,Arts & Culture,11217-1695,11217.0,40.687303,-73.973648
502,23986,10 EAST 40TH STREET 40TH FLOOR,NEW YORK,0.0,24000.0,133138348,122524.0,36061.0,10 EAST 40TH STREET NEW YORK NY 10022-5745,RESTORE,A40,98277.0,122277.0,NY,10 EAST 40TH STREET,Visual Arts,10022-5745,10016.0,40.7517726,-73.9810488
503,24004,543 WEST 42ND STREET,NEW YORK,4316929.0,9315019.0,133148295,9030212.0,36061.0,543 WEST 42ND STREET NEW YORK NY 10036-6216,ALL STARS PROJECT INC,A20,99963.0,9270792.0,NY,543 WEST 42ND STREET,Arts & Culture,10036-6216,10036.0,40.7606836,-73.9977604
504,24019,463 WEST STREET,NEW YORK,0.0,42118.0,133154253,79542.0,36061.0,463 WEST STREET NEW YORK NY 10014-2010,WESTBETH ARTISTS RESIDENTS COUNCIL INC,A26,53006.0,95783.0,NY,463 WEST STREET,Arts & Humanities Councils & Agencies,10014-2010,10014.0,40.7367538,-74.0096766
505,24041,PO BOX 20389,NEW YORK,0.0,10996.0,133163185,117653.0,36061.0,,ALARIA CHAMBER ENSEMBLE INC,A6C,103844.0,114857.0,NY,,Bands & Ensembles,10025-1513,10025.0,,
506,24042,1047 AMSTERDAM AVE STUDIO 4,NEW YORK,0.0,18500.0,133163211,75497.0,36061.0,1047 AMSTERDAM AVE STUDIO NEW YORK NY 10025-1747,I GIULLARI DI PIAZZA INC,A24,56710.0,75485.0,NY,1047 AMSTERDAM AVE STUDIO,Folk Arts,10025-1747,10025.0,,
507,24045,C/O JEANPIERRE 317 E 5TH ST NO 9,NEW YORK,0.0,0.0,133163521,57458.0,36061.0,C/O JEANPIERRE 317 E 5TH ST NO NEW YORK NY 10003-0000,PROFESSIONAL WOMEN PHOTOGRAPHERS,A40,63473.0,63473.0,NY,C/O JEANPIERRE 317 E 5TH ST NO,Visual Arts,10003-0000,10003.0,,
508,24052,317 E 52ND ST,NEW YORK,0.0,16142.0,133165785,100224.0,36061.0,317 E 52ND ST NEW YORK NY 10022-6302,AMERICAN SCANDINAVIAN SOCIETY OF NEW YORK INC,A23,68675.0,100693.0,NY,317 E 52ND ST,Cultural & Ethnic Awareness,10022-6302,10022.0,40.75589955,-73.9666021965625
509,24054,135 ST AND CONVENT AVE,NEW YORK,1181196.0,2148642.0,133166308,2611540.0,36061.0,135 ST AND CONVENT AVE NEW YORK NY 10031-0000,AARON DAVIS HALL INC,A61,295020.0,2681010.0,NY,135 ST AND CONVENT AVE,Performing Arts Centers,10031-0000,10031.0,,
510,24060,225 W 99TH ST,NEW YORK,275893.0,340961.0,133168350,569451.0,36061.0,225 W 99TH ST NEW YORK NY 10025-5014,RIVERSIDE SYMPHONY INC,A69,38757.0,407249.0,NY,225 W 99TH ST,Symphony Orchestras,10025-5014,10025.0,40.79633975,-73.9691027861566
511,24062,425 E 25TH STREET ROOM 1000,NEW YORK,0.0,181077.0,133168746,187541.0,36061.0,425 E 25TH STREET NEW YORK NY 10010-2547,ASSOCIATION FOR CULTURAL EQUITY INC,A24,0.0,182234.0,NY,425 E 25TH STREET,Folk Arts,10010-2547,10010.0,40.7381765,-73.9773866
512,24078,1290 AVENUE OF THE AMERICAS,NEW YORK,479634.0,6910314.0,133171867,6720996.0,36061.0,1290 AVENUE OF THE AMERICAS NEW YORK NY 10104-0101,ROCK AND ROLL HALL OF FAME FOUNDATION INC,A50,0.0,7260059.0,NY,1290 AVENUE OF THE AMERICAS,Museums,10104-0101,10104.0,40.7604688,-73.9788734947369
513,24141,182 DUANE STREET,NEW YORK,0.0,32595.0,133191816,48646.0,36061.0,182 DUANE STREET NEW YORK NY 10013-6605,NEW DANCE ALLIANCE INC,A62,16760.0,49355.0,NY,182 DUANE STREET,Dance,10013-6605,10013.0,40.7159879,-74.0073387
514,24184,332 BLEECKER ST,NEW YORK,0.0,25403.0,133204608,18285.0,36061.0,332 BLEECKER ST NEW YORK NY 10014-2980,THEATRETWEED INC,A65,0.0,25403.0,NY,332 BLEECKER ST,Theater,10014-2980,10014.0,40.7335524,-74.0045471
515,24195,488 MADISON AVE FL 14,NEW YORK,0.0,0.0,133206807,0.0,36061.0,488 MADISON AVE NEW YORK NY 10022-5717,THE RIVERSIDE OPERA ENSEMBLE INC,A6A,0.0,0.0,NY,488 MADISON AVE,Opera,10022-5717,10022.0,40.7589073,-73.9752794156614
516,24196,520 8TH AVE RM 304,NEW YORK,180898.0,17417.0,133206848,288279.0,36061.0,520 8TH AVE NEW YORK NY 11217-1694,LABAN BARTENIEFF INSTITUTE OF MOVEMENT STUDIES INC,A6E,289685.0,315964.0,NY,520 8TH AVE,Performing Arts Schools,11217-1694,10018.0,40.753643,-73.9921669
517,24201,20 JAY ST STE 318,BROOKLYN,0.0,110769.0,133209637,102759.0,36047.0,20 JAY ST BROOKLYN NY 11201-8322,TRIANGLE ARTS ASSOCIATION LIMITED,A20,0.0,110769.0,NY,20 JAY ST,Arts & Culture,11201-8322,11201.0,40.7042619,-73.9866747
518,24203,250 W 90TH ST APT 15G,NEW YORK,0.0,47189.0,133210952,90785.0,36061.0,250 W 90TH ST NEW YORK NY 10024-1143,ARTISTIC NEW DIRECTIONS INC,A60,50834.0,116745.0,NY,250 W 90TH ST,Performing Arts,10024-1143,10024.0,40.7909715,-73.9751289
519,24220,850 SEVENTH AVE SUITE 700,NEW YORK,134634.0,537004.0,133213510,628014.0,36061.0,850 SEVENTH AVE NEW YORK NY 10019-5230,BRIDGEHAMPTON CHAMBER MUSIC ASSOCIATES INC BRIDGEHAMPTON CHAMBER MUSIC FESTIVA,A68,134875.0,652215.0,NY,850 SEVENTH AVE,Music,10019-5230,10019.0,42.7948248,-73.9554193
520,24237,336 W 20TH ST,NEW YORK,3964323.0,2815557.0,133218253,9339189.0,36061.0,336 W 20TH ST NEW YORK NY 10011-3302,ATLANTIC THEATER COMPANY,A65,6535792.0,9377530.0,NY,336 W 20TH ST,Theater,10011-3302,10011.0,40.7439485,-74.001512
521,24263,199 CHAMBERS ST RM S110C,NEW YORK,471150.0,39426.0,133224400,1081636.0,36061.0,199 CHAMBERS ST NEW YORK NY 10007-1044,BOROUGH OF MANHATTAN COMMUNITY COLLEGE PERFORMING ARTS CENTER INC,A61,1021646.0,1061200.0,NY,199 CHAMBERS ST,Performing Arts Centers,10007-1044,10007.0,40.7163041,-74.0109232
522,24275,675 W 187TH ST APT 23,NEW YORK,0.0,50794.0,133229941,56113.0,36061.0,675 W 187TH ST NEW YORK NY 10033-1325,PANAMERICAN MUSICAL ART RESEARCH INC,A68,8839.0,59633.0,NY,675 W 187TH ST,Music,10033-1325,10033.0,40.85301,-73.9308725
523,24278,555 8TH AVE NUMBER 1800,NEW YORK,168592.0,248927.0,133230452,635530.0,36061.0,555 8TH AVE NUMBER NEW YORK NY 10018-4762,PLAYWRIGHTS PREVIEW PRODUCTIONS LTD,A65,171652.0,568819.0,NY,555 8TH AVE NUMBER,Theater,10018-4762,10018.0,,
524,24289,131 E 10TH ST,NEW YORK,75668.0,770.0,133235682,196976.0,36061.0,131 E 10TH ST NEW YORK NY 10003-7504,BALLET SCHOOL OF NEW YORK INC,A63,209367.0,248052.0,NY,131 E 10TH ST,Ballet,10003-7504,10003.0,40.7301619,-73.9870631
525,24290,126 E 13TH ST,NEW YORK,82247.0,135855.0,133236256,173761.0,36061.0,126 E 13TH ST NEW YORK NY 10003-5306,PERIDANCE ENSEMBLE LTD,A63,97854.0,243759.0,NY,126 E 13TH ST,Ballet,10003-5306,10003.0,40.84536275,-73.3995658862679
526,24306,333 W 52ND ST STE 900,NEW YORK,446671.0,1269578.0,133240366,1893245.0,36061.0,333 W 52ND ST NEW YORK NY 10019-6238,NEW YORK POPS INC,A69,668631.0,1961461.0,NY,333 W 52ND ST,Symphony Orchestras,10019-6238,10019.0,40.7644349,-73.9866098932108
527,24312,PO BOX 920,NEW YORK,0.0,23136.0,133244432,53958.0,36061.0,,THE STONEWALL CHORALE INC,A6B,11620.0,54740.0,NY,,Singing & Choral Groups,10113-0920,10113.0,,
528,24314,170 PARK ROW APT 12D,NEW YORK,37200.0,91375.0,133244944,171115.0,36061.0,170 PARK ROW NEW YORK NY 10038-1100,MUSIC FROM CHINA INC,A60,71633.0,170214.0,NY,170 PARK ROW,Performing Arts,10038-1100,10038.0,40.7137375,-74.0000104
529,24336,1215 5TH AVE,NEW YORK,32000.0,84932.0,133253232,94573.0,36061.0,1215 5TH AVE NEW YORK NY 10029-5233,MUSICA DE CAMARA INC,A68,0.0,84932.0,NY,1215 5TH AVE,Music,10029-5233,10029.0,40.7918709,-73.9526527
530,24344,45 PARK TER W APT 2A,NEW YORK,0.0,74793.0,133255396,61513.0,36061.0,45 PARK TER W NEW YORK NY 10034-1536,KOREA MUSIC FOUNDATION INC,A68,0.0,74796.0,NY,45 PARK TER W,Music,10034-1536,10034.0,40.8707937,-73.9182963
531,24350,62 CHELSEA PIERS STE 308,NEW YORK,279974.0,434029.0,133258301,629879.0,36061.0,62 CHELSEA PIERS NEW YORK NY 10011-0066,ICE THEATRE OF NEW YORK,A62,146826.0,733375.0,NY,62 CHELSEA PIERS,Dance,10011-0066,10011.0,40.7469115,-74.0082455
532,24354,307 W 38TH ST RM 1510,NEW YORK,1076358.0,1404899.0,133258765,3178892.0,36061.0,307 W 38TH ST NEW YORK NY 10018-9515,PRIMARY STAGES COMPANY INC,A65,2248584.0,3672952.0,NY,307 W 38TH ST,Theater,10018-9515,10018.0,40.7550216,-73.9920584
533,24359,1087 E TREMONT AVE,BRONX,215187.0,519138.0,133261148,597947.0,36005.0,1087 E TREMONT AVE BRONX NY 10460-2328,THE BRONX RIVER ART CENTER INC,A40,26925.0,547100.0,NY,1087 E TREMONT AVE,Visual Arts,10460-2328,10460.0,40.8401265102041,-73.8807104897959
534,24372,PO BOX 20801,NEW YORK,0.0,53734.0,133266612,75607.0,36061.0,,MELODIOUS ACCORD INC,A6B,39763.0,96490.0,NY,,Singing & Choral Groups,10025-1523,10025.0,,
535,24373,571 WALTON AVE 575,BRONX,757722.0,1078426.0,133266893,1631387.0,36005.0,571 WALTON AVE BRONX NY 10451-5237,PREGONES TOURING PUERTO RICAN THEATRE COLLECTION INC,A65,100212.0,1191878.0,NY,571 WALTON AVE,Theater,10451-5237,10451.0,40.81947725,-73.9282972043851
536,24380,51 N 1ST ST,BROOKLYN,1257427.0,1006900.0,133268549,2753583.0,36047.0,51 N 1ST ST BROOKLYN NY 11249-3939,STREB INC,A62,1247488.0,2354013.0,NY,51 N 1ST ST,Dance,11249-3939,11249.0,40.71693825,-73.9646818401786
537,24392,260 W BROADWAY STE 1,NEW YORK,0.0,42640.0,133272010,42480.0,36061.0,260 W BROADWAY NEW YORK NY 10013-2260,THE MOMENTA FOUNDATION INC,A62,7700.0,50356.0,NY,260 W BROADWAY,Dance,10013-2260,10013.0,40.7204466,-74.0055613
538,24398,150 EAST 42ND ST 32ND FLR,NEW YORK,384545.0,2142340.0,133275103,2045016.0,36061.0,150 EAST 42ND ST NEW YORK NY 10017-5632,THE AMERICAN AUSTRIAN FOUNDATION INC,A23,0.0,2129562.0,NY,150 EAST 42ND ST,Cultural & Ethnic Awareness,10017-5632,10017.0,40.7510405,-73.9755221
539,24420,606 W 116TH ST APT 101,NEW YORK,0.0,32475.0,133279608,152990.0,36061.0,606 W 116TH ST NEW YORK NY 10027-7025,TIBETAN CLASSICS TRANSLATORS GUILD OF NEW YORK,A20,112671.0,145153.0,NY,606 W 116TH ST,Arts & Culture,10027-7025,10027.0,40.8084759,-73.9649655
540,24437,4 WEST 43RD STREET STE 608,NEW YORK,191684.0,154437.0,133286419,626833.0,36061.0,4 WEST 43RD STREET NEW YORK NY 10036-7408,SPANISH DANCE ARTS COMPANY INC,A62,478465.0,632969.0,NY,4 WEST 43RD STREET,Dance,10036-7408,10036.0,40.7542996,-73.9811656
541,24443,121 W 20TH ST APT 2C,NEW YORK,0.0,0.0,133296699,16170.0,36061.0,,PROARTS INTERNATIONAL INC,A62,252.0,252.0,NY,121 W 20TH ST,Dance,,10011.0,,
542,24446,570 SEVENTH AVE,NEW YORK,0.0,18810.0,133299559,12452.0,36061.0,570 SEVENTH AVE NEW YORK NY 10036-7209,GERMAN FORUM INC,A23,13125.0,11153.0,NY,570 SEVENTH AVE,Cultural & Ethnic Awareness,10036-7209,10018.0,42.7948248,-73.9554193
543,24465,9 N MOORE ST,NEW YORK,257187.0,132105.0,133307859,459585.0,36061.0,9 N MOORE ST NEW YORK NY 10032-1014,THE ARMITAGE FOUNDATION LTD,A62,160311.0,289691.0,NY,9 N MOORE ST,Dance,10032-1014,10013.0,40.71992395,-74.0063238505356
544,24469,15 WEST 28TH STREET,NEW YORK,1037963.0,797831.0,133311294,1886151.0,36061.0,15 WEST 28TH STREET NEW YORK NY 10001-6410,TADA THEATRE AND DANCE ALLIANCE INC,A6E,1122796.0,1921282.0,NY,15 WEST 28TH STREET,Performing Arts Schools,10001-6410,10001.0,40.7451928,-73.9882354
545,24480,725 UNION ST,BROOKLYN,0.0,50184.0,133317152,73943.0,36047.0,725 UNION ST BROOKLYN NY 11215-1104,EVA DEAN DANCE COMPANY INC,A62,33136.0,83320.0,NY,725 UNION ST,Dance,11215-1104,11215.0,40.6767613,-73.9807107982987
546,24491,ST MARKS CHURCH IN-THE-BOWERY 131,NEW YORK,485707.0,636107.0,133320972,1171984.0,36061.0,ST MARKS CHURCH IN-THE-BOWERY NEW YORK NY 10003-0000,DANSPACE PROJECT INC,A61,190499.0,830157.0,NY,ST MARKS CHURCH IN-THE-BOWERY,Performing Arts Centers,10003-0000,10003.0,,
547,24498,68 JAY ST STE 201,BROOKLYN,183215.0,509395.0,133323045,795671.0,36047.0,68 JAY ST BROOKLYN NY 11201-8359,WORLD MUSIC INSTITUTE INC,A24,222038.0,731433.0,NY,68 JAY ST,Folk Arts,11201-8359,11201.0,40.7029978,-73.9868233
548,24507,150 FIRST AVENUE,NEW YORK,0.0,0.0,133325038,2356.0,36061.0,150 FIRST AVENUE NEW YORK NY 10009-5782,PAINTING SPACE 122 INC,A40,0.0,0.0,NY,150 FIRST AVENUE,Visual Arts,10009-5782,10009.0,43.1258377343862,-74.4743867988645
549,24521,255 W 98TH ST,NEW YORK,0.0,451.0,133333958,3519.0,36061.0,255 W 98TH ST NEW YORK NY 10025-5575,GOOD PENNYWORTHS INC,A60,3187.0,3692.0,NY,255 W 98TH ST,Performing Arts,10025-5575,10025.0,40.7964712,-73.9715989719766
550,24522,107 SUFFOLK STREET,NEW YORK,27726.0,0.0,133334130,143968.0,36061.0,107 SUFFOLK STREET NEW YORK NY 10002-3300,LATIN AMERICAN THEATER EXPERIMENT ASSOCIATES INC,A65,40346.0,148033.0,NY,107 SUFFOLK STREET,Theater,10002-3300,10002.0,40.719051,-73.9861796
551,24525,140 SECOND AVENUE,NEW YORK,0.0,79913.0,133335670,179326.0,36061.0,140 SECOND AVENUE NEW YORK NY 10003-8364,CROSS PERFORMANCE INC,A60,100999.0,180912.0,NY,140 SECOND AVENUE,Performing Arts,10003-8364,10003.0,42.6354291687142,-73.7409010269515
552,24545,250 W 40TH ST FL 5,NEW YORK,25245.0,59860.0,133344728,254633.0,36061.0,250 W 40TH ST NEW YORK NY 10018-1764,MANHATTAN GRAPHICS CENTER INC,A40,114861.0,196800.0,NY,250 W 40TH ST,Visual Arts,10018-1764,10018.0,40.75530225,-73.98982805
553,24559,PO BOX 573,NEW YORK,0.0,32712.0,133349320,39504.0,36061.0,,GREENWICH VILLAGE ORCHESTRA LTD,A69,15028.0,48078.0,NY,,Symphony Orchestras,10014-0573,10014.0,,
554,24568,1000 RICHMOND TERRACE BLDG D,STATEN ISLAND,225750.0,302802.0,133351673,406720.0,36085.0,1000 RICHMOND TERRACE BLDG D STATEN ISLAND NY 10301-1114,NOBLE MARITIME COLLECTION,A51,39458.0,440585.0,NY,1000 RICHMOND TERRACE BLDG D,Art Museums,10301-1114,10301.0,,
555,24572,275 CHURCH ST,NEW YORK,38319.0,218225.0,133352195,259980.0,36061.0,275 CHURCH ST NEW YORK NY 10013-3414,MELA FOUNDATION INC,A20,107197.0,325482.0,NY,275 CHURCH ST,Arts & Culture,10013-3414,10013.0,40.7184994,-74.0048345
556,24574,1680 LEXINGTON AVE,NEW YORK,78575.0,111935.0,133353110,194844.0,36061.0,1680 LEXINGTON AVE NEW YORK NY 10029-4603,LOS PLENEROS DE LA 21,A68,66892.0,181882.0,NY,1680 LEXINGTON AVE,Music,10029-4603,10029.0,40.7919962,-73.9467718210059
557,24580,PO BOX 1054,NEW YORK,0.0,3915.0,133355266,16577.0,36061.0,,BLACK ROCK COALITION INC,A68,5834.0,9881.0,NY,,Music,10276-1054,10276.0,,
558,24583,200 BENNETT AVE APT 4F,NEW YORK,0.0,0.0,133355886,0.0,36061.0,200 BENNETT AVE NEW YORK NY 10040-3844,POLSKI INSTYTUT TEATRALNY W AMERYCE POLISH THEATER INSTITUTE IN THE US,A65,0.0,0.0,NY,200 BENNETT AVE,Theater,10040-3844,10040.0,40.856608,-73.9341439426313
559,24594,ROOM-9 CITY HALL,NEW YORK,0.0,1922.0,133360989,142095.0,36061.0,ROOM-9 CITY HALL NEW YORK NY 10007-0000,THE INNER CIRCLE INC,A65,0.0,13374.0,NY,ROOM-9 CITY HALL,Theater,10007-0000,10007.0,,
560,24612,55 WEST END AVENUE,NEW YORK,609381.0,464442.0,133369451,1609007.0,36061.0,55 WEST END AVENUE NEW YORK NY 10023-7842,THE WOMENS PROJECT AND PRODUCTIONS,A65,116679.0,660304.0,NY,55 WEST END AVENUE,Theater,10023-7842,10023.0,40.7733768,-73.9893937
561,24613,75 E END AVE APT 9L,NEW YORK,43000.0,70537.0,133369910,132120.0,36061.0,75 E END AVE NEW YORK NY 10028-7915,LION WISE INC ESSENTIAL VOICES USA,A6B,45688.0,116227.0,NY,75 E END AVE,Singing & Choral Groups,10028-7915,10028.0,40.7727684,-73.9461109
562,24622,36 BATTERY PLACE 4TH FL,NEW YORK,1831209.0,1855833.0,133376265,6602139.0,36061.0,36 BATTERY PLACE NEW YORK NY 10280-1502,MUSEUM OF JEWISH HERITAGE A LIVING MEMORIAL TO THE HOLOCAUST,A54,199898.0,2853922.0,NY,36 BATTERY PLACE,History Museums,10280-1502,10280.0,40.7061186,-74.0182811
563,24623,229 WEST 42ND ST STE 800,NEW YORK,532748.0,392226.0,133376271,1091663.0,36061.0,229 WEST 42ND ST NEW YORK NY 10036-7205,PARSONS DANCE FOUNDATION INC,A62,625113.0,1070194.0,NY,229 WEST 42ND ST,Dance,10036-7205,10036.0,40.7567434,-73.9881858
564,24628,CO MANNHEIM LLC 712 5TH AVE,NEW YORK,16168.0,107941.0,133377138,99841.0,36061.0,CO MANNHEIM LLC 712 5TH AVE NEW YORK NY 10019-0000,THE OPERA FOUNDATION INC DEUTSCHE BANK KAPITAL,A12,0.0,107941.0,NY,CO MANNHEIM LLC 712 5TH AVE,Fund Raising & Fund Distribution,10019-0000,10019.0,,
565,24631,1738 HONE AVE,BRONX,96062.0,107542.0,133378184,184425.0,36005.0,1738 HONE AVE BRONX NY 10461-1403,EN FOCO INCORPORATED,A40,24413.0,131955.0,NY,1738 HONE AVE,Visual Arts,10461-1403,10461.0,40.8485669,-73.8543176
566,24649,322 W 57TH ST,NEW YORK,0.0,0.0,133384908,17093.0,36061.0,322 W 57TH ST NEW YORK NY 10019-3701,WOMEN IN MUSIC INC,A68,23767.0,25457.0,NY,322 W 57TH ST,Music,10019-3701,10019.0,40.7669811,-73.9840167
567,24651,111 FRONT STREET 202,BROOKLYN,0.0,0.0,133385363,42166.0,36047.0,111 FRONT STREET BROOKLYN NY 11206-3817,RHOMBUS AMOS ENO GALLERY INC,A40,43909.0,43909.0,NY,111 FRONT STREET,Visual Arts,11206-3817,11201.0,40.7025933,-73.9890934
568,24665,154 CHRISTOPHER ST STE 2B,NEW YORK,325049.0,264933.0,133390784,678146.0,36061.0,154 CHRISTOPHER ST NEW YORK NY 10014-2840,AMERICAN TAP DANCE FOUNDATION INC,A62,428659.0,694078.0,NY,154 CHRISTOPHER ST,Dance,10014-2840,10014.0,40.73249,-74.0090766666667
569,24667,250 BEDFORD PARK BLVD W,BRONX,175305.0,282926.0,133391212,367727.0,36005.0,250 BEDFORD PARK BLVD W BRONX NY 10468-1589,LEHMAN COLLEGE ART GALLERY INC,A51,51097.0,370821.0,NY,250 BEDFORD PARK BLVD W,Art Museums,10468-1589,10468.0,40.8722825,-73.8948917141949
570,24669,231 W 29TH ST RM 303,NEW YORK,1158225.0,1650192.0,133391844,2609212.0,36061.0,231 W 29TH ST NEW YORK NY 10001-5276,MANHATTAN CLASS COMPANY INC,A65,1433662.0,3097602.0,NY,231 W 29TH ST,Theater,10001-5276,10001.0,40.7486064,-73.9944381
571,24674,80 HANSON PL STE 301,BROOKLYN,606870.0,1118054.0,133392963,1996151.0,36047.0,80 HANSON PL BROOKLYN NY 11217-2998,BANG ON A CAN INC,A68,608417.0,1727426.0,NY,80 HANSON PL,Music,11217-2998,11217.0,40.68525215,-73.9744286233509
572,24689,356 W 45TH ST APT 5C,NEW YORK,0.0,22517.0,133399840,48841.0,36061.0,356 W 45TH ST NEW YORK NY 10036-8345,THE AMERICAN SPANISH DANCE THEATRE INC,A62,17398.0,39915.0,NY,356 W 45TH ST,Dance,10036-8345,10036.0,40.75990005,-73.9906716688043
573,24697,230 JAY ST APT 2-C,BROOKLYN,0.0,4346.0,133402566,67190.0,36047.0,230 JAY ST BROOKLYN NY 11201-1932,TIMES SQUARE DANCE CLUB INC,A62,48794.0,53496.0,NY,230 JAY ST,Dance,11201-1932,11201.0,40.69764705,-73.9873268954439
574,24704,214 W 29TH ST RM 1001,NEW YORK,843321.0,861997.0,133407817,1521021.0,36061.0,214 W 29TH ST NEW YORK NY 10001-5318,NEW YORK STAGE AND FILM COMPANY INC,A25,814354.0,1694177.0,NY,214 W 29TH ST,Arts Education,10001-5318,10001.0,40.7481653,-73.9939
575,24706,PO BOX 878,NEW YORK,0.0,12860.0,133408843,89998.0,36061.0,,COUNTRY DANCE AND SONG SOCIETY INC COUNTRY DANCE NEW YORK INC,A62,72508.0,86274.0,NY,,Dance,10014-0703,10014.0,,
576,24720,312 WEST 36TH STREET,NEW YORK,400059.0,30187.0,133411791,1152324.0,36061.0,312 WEST 36TH STREET NEW YORK NY 10018-6436,BARROW GROUP INC,A65,1186129.0,1216726.0,NY,312 WEST 36TH STREET,Theater,10018-6436,10018.0,40.7536633,-73.9932897
577,24730,18 WOOSTER ST,NEW YORK,277267.0,1378254.0,133414346,1372457.0,36061.0,18 WOOSTER ST NEW YORK NY 10013-3015,SWISS INSTITUTE,A23,8449.0,1286484.0,NY,18 WOOSTER ST,Cultural & Ethnic Awareness,10013-3015,10013.0,40.7214471428571,-74.0033025714286
578,24785,181 EAST 111TH ST,NEW YORK,0.0,21040.0,133435449,41406.0,36061.0,181 EAST 111TH ST NEW YORK NY 10029-2851,TEATRO MODERNO PUERTORRIQUENO INC,A23,0.0,21040.0,NY,181 EAST 111TH ST,Cultural & Ethnic Awareness,10029-2851,10029.0,40.7951029,-73.94264483519
579,24791,22 WEST 15TH ST,NEW YORK,742027.0,1413604.0,133438221,2382567.0,36061.0,22 WEST 15TH ST NEW YORK NY 10011-6842,TIBET HOUSE INC,A23,627747.0,3079770.0,NY,22 WEST 15TH ST,Cultural & Ethnic Awareness,10011-6842,10011.0,40.7370558,-73.9946084674033
580,24815,DBA HERE145 AVENUE OF AMERICA,NEW YORK,596734.0,842477.0,133449416,1855418.0,36061.0,DBA HERE145 AVENUE OF AMERICA NEW YORK NY 10013-0000,HOME FOR CONTEMPORARY THEATRE AND ART LTD,A20,396166.0,1272883.0,NY,DBA HERE145 AVENUE OF AMERICA,Arts & Culture,10013-0000,10013.0,,
581,24828,136 W 70TH ST APT 1,NEW YORK,0.0,105002.0,133458189,93334.0,36061.0,136 W 70TH ST NEW YORK NY 10023-4434,WEST SIDE CULTURAL CENTER INC,A20,0.0,105002.0,NY,136 W 70TH ST,Arts & Culture,10023-4434,10023.0,40.77645145,-73.981077651934
582,24838,484 W 43RD ST APT 43S,NEW YORK,0.0,0.0,133459846,18119.0,36061.0,484 W 43RD ST NEW YORK NY 10036-6327,LET MY CHILDREN HEAR MUSIC INC CHARLES MINGUS INSTITUTE,A6E,6920.0,6920.0,NY,484 W 43RD ST,Performing Arts Schools,10036-6327,10036.0,40.7599913,-73.9948326
583,24842,39 W 32ND ST RM 1600B,NEW YORK,0.0,55615.0,133460383,69855.0,36061.0,39 W 32ND ST NEW YORK NY 10001-3839,THE NATIONAL ASSOCIATION FOR KOREAN SCHOOLS NORTH EAST CHAPTER,A23,22164.0,77905.0,NY,39 W 32ND ST,Cultural & Ethnic Awareness,10001-3839,10001.0,40.7480792,-73.9874259
584,24843,154 BROOME STREET,NEW YORK,0.0,12534.0,133461302,13587.0,36061.0,154 BROOME STREET NEW YORK NY 10002-4057,LRP RECORD PRODUCTION CORPORATION,A68,0.0,12534.0,NY,154 BROOME STREET,Music,10002-4057,10002.0,40.716817,-73.985243
585,24851,61 E 4TH ST,NEW YORK,23000.0,61558.0,133465285,71275.0,36061.0,61 E 4TH ST NEW YORK NY 10003-8903,DOWNTOWN ART CO,A65,11021.0,72578.0,NY,61 E 4TH ST,Theater,10003-8903,10003.0,40.7269501,-73.9907790029523
586,24859,789 10TH AVE,NEW YORK,779407.0,2090500.0,133467948,1984182.0,36061.0,789 10TH AVE NEW YORK NY 10019-5027,52ND STREET PROJECT INC,A65,151613.0,2681753.0,NY,789 10TH AVE,Theater,10019-5027,10019.0,40.766709,-73.990438
587,24862,444 W 54TH ST APT 7,NEW YORK,0.0,88085.0,133468487,85591.0,36061.0,444 W 54TH ST NEW YORK NY 10019-7607,COUNTRY DANCE AND SONG SOCIETY INC FOLK MUSIC SOCIETY OF NEW YORK,A24,66908.0,155738.0,NY,444 W 54TH ST,Folk Arts,10019-7607,10019.0,40.76659735,-73.9891052125986
588,24864,210 RIVERSIDE DRIVE,NEW YORK,0.0,8120.0,133469414,17890.0,36061.0,210 RIVERSIDE DRIVE NEW YORK NY 10025-6802,COMPOSERS COLLABORATIVE INC,A68,190.0,8370.0,NY,210 RIVERSIDE DRIVE,Music,10025-6802,10025.0,40.7942307,-73.9761979
589,24875,C/O SAM J NOLE CPA 347 FIFTH AVENU,NEW YORK,62550.0,46735.0,133471757,869995.0,36061.0,C/O SAM J NOLE CPA 347 FIFTH AVENU NEW YORK NY 10016-0000,HIPS ROAD INC,A60,803704.0,851578.0,NY,C/O SAM J NOLE CPA 347 FIFTH AVENU,Performing Arts,10016-0000,10016.0,,
590,24876,PO BOX 357,NEW YORK,0.0,2305.0,133471772,70462.0,36061.0,,ASIAN FINANCIAL SOCIETY,A23,107177.0,109492.0,NY,,Cultural & Ethnic Awareness,10008-0357,10008.0,,
